design_name,parts,
m0x020,pSrpR,pAmtR,RiboJ53,P3,PhlF,ECK120033737,pPhlF,YFP_cassette,pBAD,RiboJ10,S4,SrpR,ECK120029600,pTac,pAmeR,RiboJ57,E1,BetI,L3S3P11,pTet,RiboJ54,F1,AmeR,L3S3P31,pBetI,BydvJ,A1,AmtR,L3S2P55,_NONCE_PAD
m0x021,pSrpR,pAmtR,RiboJ53,P3,PhlF,ECK120033737,pBAD,RiboJ10,S4,SrpR,ECK120029600,pTac,pAmeR,RiboJ57,E1,BetI,L3S3P11,pTet,RiboJ54,F1,AmeR,L3S3P31,pPhlF,YFP_cassette,pBetI,BydvJ,A1,AmtR,L3S2P55,_NONCE_PAD
m0x022,pSrpR,pAmtR,RiboJ53,P3,PhlF,ECK120033737,pBAD,RiboJ10,S4,SrpR,ECK120029600,pTac,pAmeR,RiboJ57,E1,BetI,L3S3P11,pTet,RiboJ54,F1,AmeR,L3S3P31,pBetI,BydvJ,A1,AmtR,L3S2P55,pPhlF,YFP_cassette,_NONCE_PAD
m0x023,pSrpR,pAmtR,RiboJ53,P3,PhlF,ECK120033737,pBAD,RiboJ10,S4,SrpR,ECK120029600,pPhlF,YFP_cassette,pTac,pAmeR,RiboJ57,E1,BetI,L3S3P11,pTet,RiboJ54,F1,AmeR,L3S3P31,pBetI,BydvJ,A1,AmtR,L3S2P55,_NONCE_PAD
m0x024,pSrpR,pAmtR,RiboJ53,P3,PhlF,ECK120033737,pBAD,RiboJ10,S4,SrpR,ECK120029600,pTac,pAmeR,RiboJ57,E1,BetI,L3S3P11,pPhlF,YFP_cassette,pTet,RiboJ54,F1,AmeR,L3S3P31,pBetI,BydvJ,A1,AmtR,L3S2P55,_NONCE_PAD
