$4,5.35930e-02,5.35930e-02,5.35930e-02,5.35930e-02,5.35930e-02,5.35930e-02,5.35930e-02,5.35930e-02
$2,8.06246e-03,8.06246e-03,8.06246e-03,8.06246e-03,8.06246e-03,8.06246e-03,8.06246e-03,8.06246e-03
in3,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00
$6,2.06874e+00,2.06874e+00,9.66061e-02,9.66061e-02,9.50013e-02,9.50013e-02,9.29016e-02,9.29016e-02
$8,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01
$1,2.13776e+00,2.13776e+00,2.13776e+00,2.13776e+00,2.13776e+00,2.13776e+00,2.13776e+00,2.13776e+00
out,8.58331e-01,8.58331e-01,8.58331e-01,8.58331e-01,8.58331e-01,8.58331e-01,8.58331e-01,8.58331e-01
$3,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02
$7,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02
in1,2.78000e-02,2.78000e-02,3.92390e+00,3.92390e+00,2.78000e-02,2.78000e-02,3.92390e+00,3.92390e+00
$5,3.19519e+00,3.19519e+00,3.19519e+00,3.19519e+00,3.19519e+00,3.19519e+00,3.19519e+00,3.19519e+00
in2,2.20000e-03,2.20000e-03,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00,5.05430e+00,5.05430e+00
