in3,4.20000e-03,4.20000e-03,2.00820e+00,2.00820e+00
$2,4.52743e+00,4.52743e+00,1.04452e-01,1.04452e-01
$1,8.92338e-03,1.98133e-03,4.83204e+00,6.87276e-03
in2,2.20000e-03,5.05430e+00,2.20000e-03,5.05430e+00
out,3.56935e-03,7.92532e-04,1.93281e+00,2.74910e-03
