custom/best_energy,env71/episode_return,env3/episode_return_disc,env28/episode_return_disc,env56/episode_return_disc,env50/episode_return,env77/episode_return_disc,env11/episode_return_disc,env55/episode_return,env53/episode_return,env31/episode_return,env70/episode_return_disc,env23/episode_return,env0/episode_return_disc,env20/episode_return_disc,env24/episode_return_disc,env6/episode_return,env49/episode_return_disc,env42/episode_return,env47/episode_return_disc,env26/episode_return_disc,env31/episode_return_disc,env9/episode_return_disc,env32/episode_return_disc,env73/episode_return_disc,env9/episode_return,env33/episode_return,env54/episode_return_disc,env57/episode_return,env78/episode_return,env39/episode_return_disc,env66/episode_return,env35/episode_return_disc,env15/episode_return,env48/episode_return_disc,env53/episode_return_disc,env41/episode_return_disc,env5/episode_return,env12/episode_return,env72/episode_return_disc,env40/episode_return_disc,env60/episode_return_disc,env75/episode_return_disc,env16/episode_return,env30/episode_return_disc,env51/episode_return,env36/episode_return,env77/episode_return,env25/episode_return_disc,env38/episode_return,env48/episode_return,env17/episode_return,env61/episode_return_disc,env21/episode_return,env66/episode_return_disc,env61/episode_return,env75/episode_return,env60/episode_return,env42/episode_return_disc,env7/episode_return_disc,env71/episode_return_disc,env64/episode_return,env69/episode_return,env14/episode_return_disc,env14/episode_return,env58/episode_return_disc,env39/episode_return,env23/episode_return_disc,env72/episode_return,env37/episode_return_disc,env27/episode_return_disc,env78/episode_return_disc,env62/episode_return,env59/episode_return,env7/episode_return,env29/episode_return_disc,env18/episode_return_disc,env21/episode_return_disc,env1/episode_return,env38/episode_return_disc,env47/episode_return,env2/episode_return,env65/episode_return_disc,env28/episode_return,env10/episode_return_disc,env67/episode_return_disc,env79/episode_return,env45/episode_return_disc,env13/episode_return,env24/episode_return,env25/episode_return,env43/episode_return_disc,env22/episode_return_disc,env36/episode_return_disc,env56/episode_return,env19/episode_return_disc,env8/episode_return_disc,env69/episode_return_disc,env0/episode_return,env13/episode_return_disc,env32/episode_return,env44/episode_return_disc,env58/episode_return,env2/episode_return_disc,env3/episode_return,env6/episode_return_disc,env62/episode_return_disc,env41/episode_return,env29/episode_return,env1/episode_return_disc,env18/episode_return,env52/episode_return_disc,env11/episode_return,env40/episode_return,env52/episode_return,env65/episode_return,env49/episode_return,env70/episode_return,env73/episode_return,env15/episode_return_disc,env55/episode_return_disc,env12/episode_return_disc,env27/episode_return,env64/episode_return_disc,env54/episode_return,env43/episode_return,env4/episode_return_disc,env30/episode_return,env46/episode_return,env44/episode_return,env50/episode_return_disc,env4/episode_return,env22/episode_return,env26/episode_return,env63/episode_return,env17/episode_return_disc,env76/episode_return,env76/episode_return_disc,env79/episode_return_disc,env5/episode_return_disc,env34/episode_return_disc,env8/episode_return,env19/episode_return,env16/episode_return_disc,env37/episode_return,env63/episode_return_disc,env33/episode_return_disc,env57/episode_return_disc,env45/episode_return,env74/episode_return,env20/episode_return,env59/episode_return_disc,env68/episode_return_disc,env34/episode_return,env46/episode_return_disc,env67/episode_return,env10/episode_return,env68/episode_return,env35/episode_return,env74/episode_return_disc,env51/episode_return_disc,time/total_timesteps,eval/mean_reward,eval/mean_ep_length,rollout/ep_len_mean,time/time_elapsed,time/iterations,time/fps,rollout/ep_rew_mean,train/learning_rate,train/approx_kl,train/value_loss,train/policy_gradient_loss,train/entropy_loss,train/clip_fraction,train/n_updates,train/clip_range,train/loss,train/explained_variance
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,7.692307472229004,4.567586898803711,13.050248146057129,3.8063223361968994,20.0,9.135173797607422,10.150193214416504,10.0,4.0,20.0,18.270347595214844,7.142857074737549,18.270347595214844,7.612644672393799,3.654069423675537,4.34782600402832,18.270347595214844,6.25,6.090115547180176,5.709483623504639,18.270347595214844,5.709483623504639,18.270347595214844,18.270347595214844,6.25,20.0,3.654069423675537,6.25,20.0,11.418967247009277,7.692307472229004,7.027056694030762,20.0,18.270347595214844,3.654069423675537,4.807986259460449,12.5,3.225806474685669,7.027056694030762,10.150193214416504,18.270347595214844,3.9718146324157715,11.11111068725586,18.270347595214844,14.285714149475098,20.0,10.0,13.050248146057129,12.5,20.0,20.0,6.5251240730285645,6.666666507720947,7.027056694030762,7.142857074737549,4.34782600402832,20.0,5.709483623504639,18.270347595214844,7.027056694030762,14.285714149475098,7.142857074737549,18.270347595214844,20.0,10.150193214416504,12.5,6.5251240730285645,7.692307472229004,18.270347595214844,18.270347595214844,18.270347595214844,4.34782600402832,4.166666507720947,20.0,3.3833975791931152,18.270347595214844,6.090115547180176,11.11111068725586,11.418967247009277,6.666666507720947,20.0,13.050248146057129,14.285714149475098,8.304702758789062,6.5251240730285645,16.66666603088379,5.373631477355957,14.285714149475098,4.0,14.285714149475098,3.654069423675537,15.225289344787598,18.270347595214844,4.166666507720947,15.225289344787598,5.075096607208252,6.5251240730285645,20.0,13.050248146057129,20.0,3.8063223361968994,11.11111068725586,18.270347595214844,5.0,3.9718146324157715,3.9718146324157715,5.263157844543457,3.7037036418914795,10.150193214416504,20.0,7.612644672393799,11.11111068725586,11.11111068725586,8.333333015441895,14.285714149475098,20.0,20.0,20.0,18.270347595214844,9.135173797607422,2.9468302726745605,20.0,13.050248146057129,4.0,4.0,18.270347595214844,20.0,12.5,4.166666507720947,18.270347595214844,20.0,16.66666603088379,6.25,20.0,18.270347595214844,6.666666507720947,6.090115547180176,15.225289344787598,11.418967247009277,18.270347595214844,5.55555534362793,16.66666603088379,10.150193214416504,20.0,18.270347595214844,18.270347595214844,5.709483623504639,5.882352828979492,10.0,8.333333015441895,3.8063223361968994,5.709483623504639,20.0,11.418967247009277,7.142857074737549,9.090909004211426,6.25,7.692307472229004,9.135173797607422,13.050248146057129,11200,12.28719224,10.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11200,,,10.0,1400,7,7,11.700624029999998,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,0.004773421,16.994452571868898,-0.022646255710242258,-6.244261491298675,0.027656250225845724,28,0.2,7.8628411293029785,0.3106294274330139
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,3.7037036418914795,5.709483623504639,3.654069423675537,4.807986259460449,20.0,18.270347595214844,11.418967247009277,20.0,7.692307472229004,3.846153736114502,15.225289344787598,20.0,18.270347595214844,9.135173797607422,18.270347595214844,20.0,18.270347595214844,7.692307472229004,15.225289344787598,5.373631477355957,3.513528347015381,15.225289344787598,10.150193214416504,11.418967247009277,16.66666603088379,11.11111068725586,18.270347595214844,16.66666603088379,20.0,8.304702758789062,20.0,13.050248146057129,7.142857074737549,2.9468302726745605,7.027056694030762,2.7682344913482666,7.692307472229004,9.090909004211426,18.270347595214844,13.050248146057129,18.270347595214844,18.270347595214844,9.090909004211426,7.612644672393799,11.11111068725586,14.285714149475098,20.0,18.270347595214844,14.285714149475098,3.225806474685669,20.0,7.027056694030762,9.090909004211426,18.270347595214844,7.692307472229004,20.0,20.0,7.027056694030762,15.225289344787598,3.3833975791931152,6.666666507720947,14.285714149475098,5.709483623504639,6.25,11.418967247009277,9.090909004211426,18.270347595214844,20.0,15.225289344787598,6.090115547180176,18.270347595214844,3.7037036418914795,8.333333015441895,16.66666603088379,13.050248146057129,7.027056694030762,8.304702758789062,12.5,13.050248146057129,16.66666603088379,11.11111068725586,9.135173797607422,4.0,15.225289344787598,18.270347595214844,10.0,7.027056694030762,9.090909004211426,20.0,20.0,8.304702758789062,6.090115547180176,13.050248146057129,5.263157844543457,18.270347595214844,18.270347595214844,13.050248146057129,20.0,8.304702758789062,11.11111068725586,18.270347595214844,12.5,10.150193214416504,6.25,18.270347595214844,3.3833975791931152,3.0303030014038086,14.285714149475098,11.418967247009277,7.692307472229004,11.418967247009277,12.5,14.285714149475098,12.5,10.0,20.0,16.66666603088379,12.5,6.5251240730285645,18.270347595214844,8.304702758789062,6.666666507720947,6.090115547180176,20.0,9.090909004211426,10.150193214416504,8.333333015441895,7.692307472229004,20.0,18.270347595214844,11.11111068725586,6.666666507720947,5.882352828979492,6.666666507720947,18.270347595214844,20.0,18.270347595214844,9.135173797607422,7.027056694030762,7.027056694030762,20.0,20.0,8.304702758789062,16.66666603088379,6.090115547180176,10.150193214416504,15.225289344787598,7.692307472229004,20.0,10.0,7.612644672393799,18.270347595214844,7.692307472229004,7.027056694030762,20.0,16.66666603088379,20.0,14.285714149475098,18.270347595214844,10.150193214416504,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14.285714149475098,13.050248146057129,18.270347595214844,18.270347595214844,7.692307472229004,13.050248146057129,5.709483623504639,20.0,20.0,14.285714149475098,4.807986259460449,14.285714149475098,15.225289344787598,13.050248146057129,7.027056694030762,5.55555534362793,13.050248146057129,4.0,6.5251240730285645,18.270347595214844,13.050248146057129,7.612644672393799,15.225289344787598,18.270347595214844,8.333333015441895,20.0,9.135173797607422,20.0,14.285714149475098,7.612644672393799,4.166666507720947,13.050248146057129,10.0,8.304702758789062,18.270347595214844,18.270347595214844,7.142857074737549,3.846153736114502,4.152351379394531,5.373631477355957,18.270347595214844,13.050248146057129,3.7037036418914795,18.270347595214844,20.0,20.0,14.285714149475098,18.270347595214844,3.846153736114502,9.090909004211426,11.11111068725586,6.090115547180176,6.666666507720947,3.8063223361968994,6.666666507720947,14.285714149475098,20.0,3.654069423675537,13.050248146057129,13.050248146057129,20.0,12.5,15.225289344787598,16.66666603088379,11.418967247009277,8.333333015441895,13.050248146057129,4.545454502105713,18.270347595214844,18.270347595214844,13.050248146057129,20.0,20.0,14.285714149475098,6.5251240730285645,9.135173797607422,6.090115547180176,16.66666603088379,3.513528347015381,7.142857074737549,16.66666603088379,18.270347595214844,20.0,4.567586898803711,4.567586898803711,6.666666507720947,18.270347595214844,14.285714149475098,7.692307472229004,20.0,7.027056694030762,6.5251240730285645,18.270347595214844,20.0,4.807986259460449,7.612644672393799,11.418967247009277,16.66666603088379,13.050248146057129,16.66666603088379,7.027056694030762,12.5,15.225289344787598,14.285714149475098,5.075096607208252,18.270347595214844,20.0,7.142857074737549,15.225289344787598,10.0,7.027056694030762,6.25,5.882352828979492,7.692307472229004,20.0,14.285714149475098,5.263157844543457,20.0,9.135173797607422,18.270347595214844,3.513528347015381,20.0,18.270347595214844,10.0,7.692307472229004,7.612644672393799,20.0,10.0,7.692307472229004,7.027056694030762,8.333333015441895,7.142857074737549,20.0,14.285714149475098,10.150193214416504,16.66666603088379,15.225289344787598,6.090115547180176,6.5251240730285645,13.050248146057129,8.333333015441895,5.263157844543457,3.3833975791931152,20.0,13.050248146057129,18.270347595214844,18.270347595214844,20.0,7.142857074737549,14.285714149475098,18.270347595214844,6.5251240730285645,14.285714149475098,9.135173797607422,5.0,5.0,7.142857074737549,14.285714149475098,6.5251240730285645,18.270347595214844,12800,12.1720105,10.0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12800,,,10.0,1593,8,8,12.94061823,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003,0.0052801976,15.634376668930054,-0.026242556525903637,-6.092184329032898,0.031562500225845724,32,0.2,8.00321102142334,0.3700111508369446
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,11.11111068725586,15.225289344787598,7.027056694030762,15.225289344787598,6.666666507720947,18.270347595214844,7.027056694030762,7.142857074737549,7.692307472229004,20.0,9.135173797607422,5.882352828979492,13.050248146057129,18.270347595214844,7.612644672393799,20.0,10.150193214416504,20.0,7.612644672393799,18.270347595214844,18.270347595214844,8.304702758789062,15.225289344787598,15.225289344787598,9.090909004211426,7.692307472229004,11.418967247009277,11.11111068725586,20.0,10.150193214416504,20.0,5.709483623504639,7.692307472229004,5.709483623504639,7.027056694030762,6.090115547180176,6.666666507720947,20.0,9.135173797607422,18.270347595214844,10.150193214416504,13.050248146057129,20.0,6.5251240730285645,12.5,7.692307472229004,20.0,18.270347595214844,20.0,6.25,20.0,13.050248146057129,16.66666603088379,18.270347595214844,14.285714149475098,14.285714149475098,11.11111068725586,18.270347595214844,7.027056694030762,10.150193214416504,11.11111068725586,7.142857074737549,18.270347595214844,20.0,18.270347595214844,11.11111068725586,5.373631477355957,10.0,10.150193214416504,13.050248146057129,18.270347595214844,20.0,20.0,7.692307472229004,18.270347595214844,11.418967247009277,15.225289344787598,16.66666603088379,18.270347595214844,8.333333015441895,14.285714149475098,13.050248146057129,7.692307472229004,18.270347595214844,18.270347595214844,12.5,11.418967247009277,8.333333015441895,8.333333015441895,20.0,5.075096607208252,6.090115547180176,7.027056694030762,16.66666603088379,7.612644672393799,18.270347595214844,6.5251240730285645,14.285714149475098,7.612644672393799,16.66666603088379,8.304702758789062,20.0,13.050248146057129,16.66666603088379,18.270347595214844,18.270347595214844,6.666666507720947,20.0,15.225289344787598,12.5,7.612644672393799,7.692307472229004,20.0,8.333333015441895,14.285714149475098,11.11111068725586,10.0,16.66666603088379,7.027056694030762,6.5251240730285645,18.270347595214844,14.285714149475098,10.150193214416504,12.5,5.55555534362793,18.270347595214844,7.142857074737549,20.0,9.090909004211426,6.090115547180176,20.0,6.666666507720947,20.0,8.333333015441895,18.270347595214844,14.285714149475098,13.050248146057129,11.418967247009277,6.090115547180176,6.5251240730285645,20.0,8.333333015441895,18.270347595214844,11.11111068725586,7.612644672393799,7.027056694030762,10.150193214416504,12.5,3.4482758045196533,20.0,18.270347595214844,13.050248146057129,7.142857074737549,18.270347595214844,20.0,20.0,14.285714149475098,6.25,3.150059938430786,11.418967247009277,,,,,,,,,,,,,,,,,,
5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
