design_name,parts,
m0x0E0,pQacR,YFP_cassette,pTac,pPsrA,RiboJ53,P3,PhlF,ECK120033737,pPhlF,YFP_cassette,pTet,pPsrA,RiboJ60,Q2,QacR,ECK120010818,pBAD,ScmJ,R1,PsrA,ECK120015440,_NONCE_PAD
m0x0E1,pQacR,YFP_cassette,pTac,pPsrA,RiboJ53,P3,PhlF,ECK120033737,pTet,pPsrA,RiboJ60,Q2,QacR,ECK120010818,pPhlF,YFP_cassette,pBAD,ScmJ,R1,PsrA,ECK120015440,_NONCE_PAD
m0x0E2,pQacR,YFP_cassette,pPhlF,YFP_cassette,pTac,pPsrA,RiboJ53,P3,PhlF,ECK120033737,pTet,pPsrA,RiboJ60,Q2,QacR,ECK120010818,pBAD,ScmJ,R1,PsrA,ECK120015440,_NONCE_PAD
m0x0E3,pQacR,YFP_cassette,pTac,pPsrA,RiboJ53,P3,PhlF,ECK120033737,pTet,pPsrA,RiboJ60,Q2,QacR,ECK120010818,pBAD,ScmJ,R1,PsrA,ECK120015440,_NONCE_PAD,pPhlF,YFP_cassette
m0x0E4,pQacR,YFP_cassette,pTac,pPsrA,RiboJ53,P3,PhlF,ECK120033737,pTet,pPsrA,RiboJ60,Q2,QacR,ECK120010818,pBAD,ScmJ,R1,PsrA,ECK120015440,pPhlF,YFP_cassette,_NONCE_PAD
