design_name,parts,
m0x7D0,pBM3R1,YFP_cassette,pBAD,RiboJ53,P3,PhlF,ECK120033737,pBAD,pTet,RiboJ10,S4,SrpR,ECK120029600,pSrpR,pBetI,SarJ,B3,BM3R1,L3S2P11,pTac,YFP_cassette,pPhlF,pPsrA,RiboJ57,E1,BetI,L3S3P11,pTet,ScmJ,R1,PsrA,ECK120015440,_NONCE_PAD
m0x7D1,pBM3R1,YFP_cassette,pBAD,RiboJ53,P3,PhlF,ECK120033737,pBAD,pTet,RiboJ10,S4,SrpR,ECK120029600,pSrpR,pBetI,SarJ,B3,BM3R1,L3S2P11,pPhlF,pPsrA,RiboJ57,E1,BetI,L3S3P11,pTac,YFP_cassette,pTet,ScmJ,R1,PsrA,ECK120015440,_NONCE_PAD
m0x7D2,pBM3R1,YFP_cassette,pBAD,RiboJ53,P3,PhlF,ECK120033737,pBAD,pTet,RiboJ10,S4,SrpR,ECK120029600,pTac,YFP_cassette,pSrpR,pBetI,SarJ,B3,BM3R1,L3S2P11,pPhlF,pPsrA,RiboJ57,E1,BetI,L3S3P11,pTet,ScmJ,R1,PsrA,ECK120015440,_NONCE_PAD
m0x7D3,pBM3R1,YFP_cassette,pBAD,RiboJ53,P3,PhlF,ECK120033737,pBAD,pTet,RiboJ10,S4,SrpR,ECK120029600,pSrpR,pBetI,SarJ,B3,BM3R1,L3S2P11,pPhlF,pPsrA,RiboJ57,E1,BetI,L3S3P11,pTet,ScmJ,R1,PsrA,ECK120015440,pTac,YFP_cassette,_NONCE_PAD
m0x7D4,pBM3R1,YFP_cassette,pBAD,RiboJ53,P3,PhlF,ECK120033737,pBAD,pTet,RiboJ10,S4,SrpR,ECK120029600,pSrpR,pBetI,SarJ,B3,BM3R1,L3S2P11,pPhlF,pPsrA,RiboJ57,E1,BetI,L3S3P11,pTet,ScmJ,R1,PsrA,ECK120015440,_NONCE_PAD,pTac,YFP_cassette
