$1,6.53682e-01,1.77122e-02,6.53682e-01,1.77122e-02,6.53682e-01,1.77122e-02,6.53682e-01,1.77122e-02
$4,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02
$5,3.03764e+00,3.03764e+00,3.85441e-02,3.85441e-02,3.03764e+00,3.03764e+00,3.85441e-02,3.85441e-02
$3,5.70000e-02,5.70000e-02,5.70000e-02,5.70000e-02,5.70000e-02,5.70000e-02,5.70000e-02,5.70000e-02
$6,3.29641e+00,3.29641e+00,3.29641e+00,3.29641e+00,1.87538e-02,1.87538e-02,1.87538e-02,1.87538e-02
$2,3.48292e+00,3.48292e+00,3.48292e+00,3.48292e+00,3.48292e+00,3.48292e+00,3.48292e+00,3.48292e+00
in3,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00
out,1.65464e+00,1.40025e+00,1.65464e+00,1.40025e+00,1.65464e+00,1.40025e+00,1.65464e+00,1.40025e+00
in1,2.78000e-02,2.78000e-02,3.92390e+00,3.92390e+00,2.78000e-02,2.78000e-02,3.92390e+00,3.92390e+00
in2,2.20000e-03,2.20000e-03,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00,5.05430e+00,5.05430e+00
