$3,1.00,1.00,1.00,1.00,0.96,0.96,0.96,0.96
$1,0.94,0.92,0.94,0.90,0.94,0.94,0.94,0.94
$2,0.97,0.97,0.96,0.96,1.00,1.00,0.96,0.96
