$1,1.00,0.96,1.00,0.96,0.99,0.96,1.00,0.96
$4,0.91,0.91,0.92,0.92,0.90,0.90,0.91,0.91
$5,0.98,0.98,0.94,0.94,0.93,0.93,0.91,0.91
$3,0.96,0.96,1.00,1.00,0.97,0.97,1.00,1.00
$2,0.96,0.96,0.98,0.98,0.99,0.99,1.00,1.00
