design_name,parts,
m0xE30,pBM3R1,YFP_cassette,pBAD,pBetI,RiboJ53,P2,PhlF,ECK120033737,pPhlF,pPsrA,RiboJ10,S4,SrpR,ECK120029600,pTac,pPsrA,SarJ,B3,BM3R1,L3S2P11,pBAD,pTet,RiboJ57,E1,BetI,L3S3P11,pTet,pBetI,ScmJ,R1,PsrA,ECK120015440,_NONCE_PAD,pSrpR,YFP_cassette
m0xE31,pBM3R1,YFP_cassette,pBAD,pBetI,RiboJ53,P2,PhlF,ECK120033737,pPhlF,pPsrA,RiboJ10,S4,SrpR,ECK120029600,pTac,pPsrA,SarJ,B3,BM3R1,L3S2P11,pSrpR,YFP_cassette,pBAD,pTet,RiboJ57,E1,BetI,L3S3P11,pTet,pBetI,ScmJ,R1,PsrA,ECK120015440,_NONCE_PAD
m0xE32,pBM3R1,YFP_cassette,pBAD,pBetI,RiboJ53,P2,PhlF,ECK120033737,pPhlF,pPsrA,RiboJ10,S4,SrpR,ECK120029600,pSrpR,YFP_cassette,pTac,pPsrA,SarJ,B3,BM3R1,L3S2P11,pBAD,pTet,RiboJ57,E1,BetI,L3S3P11,pTet,pBetI,ScmJ,R1,PsrA,ECK120015440,_NONCE_PAD
m0xE33,pBM3R1,YFP_cassette,pBAD,pBetI,RiboJ53,P2,PhlF,ECK120033737,pPhlF,pPsrA,RiboJ10,S4,SrpR,ECK120029600,pTac,pPsrA,SarJ,B3,BM3R1,L3S2P11,pBAD,pTet,RiboJ57,E1,BetI,L3S3P11,pTet,pBetI,ScmJ,R1,PsrA,ECK120015440,pSrpR,YFP_cassette,_NONCE_PAD
m0xE34,pBM3R1,YFP_cassette,pBAD,pBetI,RiboJ53,P2,PhlF,ECK120033737,pPhlF,pPsrA,RiboJ10,S4,SrpR,ECK120029600,pTac,pPsrA,SarJ,B3,BM3R1,L3S2P11,pBAD,pTet,RiboJ57,E1,BetI,L3S3P11,pSrpR,YFP_cassette,pTet,pBetI,ScmJ,R1,PsrA,ECK120015440,_NONCE_PAD
