design_name,parts,
m0x890,pBAD,RiboJ53,P1,PhlF,ECK120033737,pAmeR,YFP_cassette,pPhlF,pAmtR,RiboJ10,S4,SrpR,ECK120029600,pTac,pTet,SarJ,B3,BM3R1,L3S2P11,pSrpR,RiboJ57,E1,BetI,L3S3P11,pBM3R1,YFP_cassette,pQacR,pBetI,RiboJ54,F1,AmeR,L3S3P31,pTac,RiboJ60,Q2,QacR,ECK120010818,pTet,BydvJ,A1,AmtR,L3S2P55,_NONCE_PAD
m0x891,pBAD,RiboJ53,P1,PhlF,ECK120033737,pAmeR,YFP_cassette,pPhlF,pAmtR,RiboJ10,S4,SrpR,ECK120029600,pTac,pTet,SarJ,B3,BM3R1,L3S2P11,pSrpR,RiboJ57,E1,BetI,L3S3P11,pQacR,pBetI,RiboJ54,F1,AmeR,L3S3P31,pTac,RiboJ60,Q2,QacR,ECK120010818,pBM3R1,YFP_cassette,pTet,BydvJ,A1,AmtR,L3S2P55,_NONCE_PAD
m0x892,pBAD,RiboJ53,P1,PhlF,ECK120033737,pAmeR,YFP_cassette,pPhlF,pAmtR,RiboJ10,S4,SrpR,ECK120029600,pTac,pTet,SarJ,B3,BM3R1,L3S2P11,pSrpR,RiboJ57,E1,BetI,L3S3P11,pQacR,pBetI,RiboJ54,F1,AmeR,L3S3P31,pBM3R1,YFP_cassette,pTac,RiboJ60,Q2,QacR,ECK120010818,pTet,BydvJ,A1,AmtR,L3S2P55,_NONCE_PAD
m0x893,pBAD,RiboJ53,P1,PhlF,ECK120033737,pAmeR,YFP_cassette,pPhlF,pAmtR,RiboJ10,S4,SrpR,ECK120029600,pTac,pTet,SarJ,B3,BM3R1,L3S2P11,pSrpR,RiboJ57,E1,BetI,L3S3P11,pQacR,pBetI,RiboJ54,F1,AmeR,L3S3P31,pTac,RiboJ60,Q2,QacR,ECK120010818,pTet,BydvJ,A1,AmtR,L3S2P55,_NONCE_PAD,pBM3R1,YFP_cassette
m0x894,pBAD,RiboJ53,P1,PhlF,ECK120033737,pAmeR,YFP_cassette,pPhlF,pAmtR,RiboJ10,S4,SrpR,ECK120029600,pTac,pTet,SarJ,B3,BM3R1,L3S2P11,pSrpR,RiboJ57,E1,BetI,L3S3P11,pQacR,pBetI,RiboJ54,F1,AmeR,L3S3P31,pTac,RiboJ60,Q2,QacR,ECK120010818,pTet,BydvJ,A1,AmtR,L3S2P55,pBM3R1,YFP_cassette,_NONCE_PAD
