design_name,parts,
m0x1C0,pPhlF,YFP_cassette,pBM3R1,pAmtR,RiboJ53,P2,PhlF,ECK120033737,pBAD,pBetI,RiboJ10,S4,SrpR,ECK120029600,pTac,pPsrA,SarJ,B3,BM3R1,L3S2P11,pBAD,pTet,RiboJ57,E1,BetI,L3S3P11,pTet,pBetI,ScmJ,R1,PsrA,ECK120015440,pSrpR,pPsrA,BydvJ,A1,AmtR,L3S2P55,_NONCE_PAD
m0x1C1,pBM3R1,pAmtR,RiboJ53,P2,PhlF,ECK120033737,pBAD,pBetI,RiboJ10,S4,SrpR,ECK120029600,pTac,pPsrA,SarJ,B3,BM3R1,L3S2P11,pBAD,pTet,RiboJ57,E1,BetI,L3S3P11,pTet,pBetI,ScmJ,R1,PsrA,ECK120015440,pSrpR,pPsrA,BydvJ,A1,AmtR,L3S2P55,pPhlF,YFP_cassette,_NONCE_PAD
m0x1C2,pBM3R1,pAmtR,RiboJ53,P2,PhlF,ECK120033737,pBAD,pBetI,RiboJ10,S4,SrpR,ECK120029600,pTac,pPsrA,SarJ,B3,BM3R1,L3S2P11,pBAD,pTet,RiboJ57,E1,BetI,L3S3P11,pTet,pBetI,ScmJ,R1,PsrA,ECK120015440,pSrpR,pPsrA,BydvJ,A1,AmtR,L3S2P55,_NONCE_PAD,pPhlF,YFP_cassette
m0x1C3,pBM3R1,pAmtR,RiboJ53,P2,PhlF,ECK120033737,pPhlF,YFP_cassette,pBAD,pBetI,RiboJ10,S4,SrpR,ECK120029600,pTac,pPsrA,SarJ,B3,BM3R1,L3S2P11,pBAD,pTet,RiboJ57,E1,BetI,L3S3P11,pTet,pBetI,ScmJ,R1,PsrA,ECK120015440,pSrpR,pPsrA,BydvJ,A1,AmtR,L3S2P55,_NONCE_PAD
m0x1C4,pBM3R1,pAmtR,RiboJ53,P2,PhlF,ECK120033737,pBAD,pBetI,RiboJ10,S4,SrpR,ECK120029600,pPhlF,YFP_cassette,pTac,pPsrA,SarJ,B3,BM3R1,L3S2P11,pBAD,pTet,RiboJ57,E1,BetI,L3S3P11,pTet,pBetI,ScmJ,R1,PsrA,ECK120015440,pSrpR,pPsrA,BydvJ,A1,AmtR,L3S2P55,_NONCE_PAD
