$1,0.92,0.96,0.95,0.95,0.92,0.97,0.96,0.93
$3,0.99,0.99,0.96,0.96,0.96,0.96,1.00,1.00
$4,0.91,0.91,0.98,0.98,0.93,0.93,0.93,0.93
$6,1.00,1.00,0.96,0.96,0.97,0.97,0.96,0.96
$5,0.99,0.99,1.00,1.00,1.00,1.00,1.00,1.00
$2,0.97,1.00,0.96,0.96,0.97,1.00,0.97,1.00
