$1,0.95,0.99,0.95,0.99,0.95,0.99,0.95,0.99,0.95,0.99,0.95,0.99,0.95,0.99,0.95,0.99
$9,0.98,0.92,0.98,0.92,0.98,0.92,0.98,0.92,0.98,0.92,0.98,0.92,0.98,0.92,0.98,0.92
$2,0.95,0.95,1.00,1.00,1.00,1.00,1.00,1.00,0.95,0.95,1.00,1.00,1.00,1.00,1.00,1.00
$4,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90
$5,0.98,0.98,0.94,0.94,0.95,0.95,0.90,0.90,0.98,0.98,0.94,0.94,0.95,0.95,0.90,0.90
$6,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
$8,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.93,0.93,0.93,0.93,0.93,0.93,0.93,0.93
$7,0.95,0.96,0.95,0.96,0.95,0.96,0.95,0.96,0.96,1.00,0.96,1.00,0.96,1.00,0.96,1.00
$3,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00,0.92,0.92,1.00,1.00,1.00,1.00,1.00,1.00
$11,0.95,0.95,0.90,0.90,0.95,0.95,0.90,0.90,0.95,0.95,0.90,0.90,0.95,0.95,0.90,0.90
$10,0.94,0.94,0.94,0.94,0.93,0.93,0.93,0.93,0.94,0.94,0.94,0.94,0.93,0.93,0.93,0.93
