$1,9.05999e-03,1.67506e-02,9.52882e-03,1.67980e-02,1.02941e-02,1.68440e-02,6.93006e-01,1.83999e-02
$4,2.52112e-02,2.52112e-02,5.82100e-02,5.82100e-02,9.15051e-02,9.15051e-02,5.50007e+00,5.50007e+00
$5,6.37783e+00,6.37783e+00,6.37783e+00,6.37783e+00,5.06266e-03,5.06266e-03,5.06266e-03,5.06266e-03
$3,3.03469e+00,1.24936e-01,2.94807e+00,1.21448e-01,2.82009e+00,1.18076e-01,2.08484e-02,1.18357e-02
$6,4.80410e+00,4.80410e+00,9.50301e-02,9.50301e-02,4.80410e+00,4.80410e+00,9.50301e-02,9.50301e-02
$2,3.69841e-02,1.47608e+00,1.01395e-02,1.81680e-02,4.07653e-02,1.53733e+00,1.86509e-02,1.86953e-02
in3,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00
out,1.84176e-02,5.97132e-01,7.86734e-03,1.39864e-02,2.04237e-02,6.21670e-01,2.84663e-01,1.48381e-02
in2,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00
in1,2.78000e-02,2.78000e-02,2.78000e-02,2.78000e-02,3.92390e+00,3.92390e+00,3.92390e+00,3.92390e+00
