out,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03
$7,6.48018e+00,6.48018e+00,3.37652e-01,3.37652e-01,6.48018e+00,6.48018e+00,3.37652e-01,3.37652e-01
$2,2.18806e+00,9.66102e-02,2.18806e+00,9.66102e-02,2.18806e+00,9.66102e-02,2.18806e+00,9.66102e-02
$3,5.22569e-02,5.22569e-02,2.62069e+00,2.62069e+00,2.83281e+00,2.83281e+00,2.86083e+00,2.86083e+00
$5,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02
in3,4.20000e-03,4.20000e-03,2.00820e+00,2.00820e+00,4.20000e-03,4.20000e-03,2.00820e+00,2.00820e+00
$4,3.24134e+00,3.24134e+00,6.38576e-02,6.38576e-02,1.87330e-02,1.87330e-02,1.19867e-02,1.19867e-02
$6,5.42119e-01,5.42119e-01,5.42119e-01,5.42119e-01,2.04541e-03,2.04541e-03,2.04541e-03,2.04541e-03
in1,2.78000e-02,3.92390e+00,2.78000e-02,3.92390e+00,2.78000e-02,3.92390e+00,2.78000e-02,3.92390e+00
in2,2.20000e-03,2.20000e-03,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00,5.05430e+00,5.05430e+00
$1,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02
