design_name,parts,
m0x2E0,pPhlF,YFP_cassette,pTac,pPsrA,RiboJ53,P2,PhlF,ECK120033737,pTet,pPsrA,RiboJ60,Q2,QacR,ECK120010818,pBAD,pTet,ScmJ,R1,PsrA,ECK120015440,_NONCE_PAD,pQacR,YFP_cassette
m0x2E1,pPhlF,YFP_cassette,pTac,pPsrA,RiboJ53,P2,PhlF,ECK120033737,pQacR,YFP_cassette,pTet,pPsrA,RiboJ60,Q2,QacR,ECK120010818,pBAD,pTet,ScmJ,R1,PsrA,ECK120015440,_NONCE_PAD
m0x2E2,pPhlF,YFP_cassette,pQacR,YFP_cassette,pTac,pPsrA,RiboJ53,P2,PhlF,ECK120033737,pTet,pPsrA,RiboJ60,Q2,QacR,ECK120010818,pBAD,pTet,ScmJ,R1,PsrA,ECK120015440,_NONCE_PAD
m0x2E3,pPhlF,YFP_cassette,pTac,pPsrA,RiboJ53,P2,PhlF,ECK120033737,pTet,pPsrA,RiboJ60,Q2,QacR,ECK120010818,pBAD,pTet,ScmJ,R1,PsrA,ECK120015440,pQacR,YFP_cassette,_NONCE_PAD
m0x2E4,pPhlF,YFP_cassette,pTac,pPsrA,RiboJ53,P2,PhlF,ECK120033737,pTet,pPsrA,RiboJ60,Q2,QacR,ECK120010818,pQacR,YFP_cassette,pBAD,pTet,ScmJ,R1,PsrA,ECK120015440,_NONCE_PAD
