$1,2.73330e-01,5.28789e-02,8.02978e-02,2.87411e-02,7.80119e-02,2.82660e-02,2.12589e-01,4.73757e-02
in3,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00
$3,6.88964e-01,6.88964e-01,5.78741e-03,5.78741e-03,3.67819e-03,3.67819e-03,1.34934e-03,1.34934e-03
$4,9.26285e-02,9.26285e-02,9.66506e-02,9.66506e-02,9.39828e-02,9.39828e-02,4.43504e-01,4.43504e-01
$6,6.33071e+00,6.33071e+00,1.24526e-01,1.24526e-01,6.33071e+00,6.33071e+00,1.24526e-01,1.24526e-01
in2,2.20000e-03,2.20000e-03,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00,5.05430e+00,5.05430e+00
$5,3.77790e+00,3.77790e+00,3.77790e+00,3.77790e+00,3.20705e-02,3.20705e-02,3.20705e-02,3.20705e-02
out,1.09332e-01,2.11516e-02,3.21191e-02,1.14965e-02,3.12048e-02,1.13064e-02,8.50355e-02,1.89503e-02
in1,2.78000e-02,2.78000e-02,3.92390e+00,3.92390e+00,2.78000e-02,2.78000e-02,3.92390e+00,3.92390e+00
$2,1.28543e+00,1.28543e+00,2.60516e+00,2.60516e+00,2.64770e+00,2.64770e+00,1.49242e+00,1.49242e+00
