N_used,Win,Loss,Tie,Win_%,Loss_%,Tie_%,N_missing,Missing_hex_ids,Wins_hex_ids,Losses_hex_ids,Ties_hex_ids,tag,assume_tag_is_best
61,8,1,52,13.114754098360656,1.639344262295082,85.24590163934427,0,,"0x0F42,0x1048,0x10C9,0x4A32,0xA2DA,0xB8AD,0xC4B2,0xDA80",0xBC16,"0x0239,0x040B,0x0575,0x0643,0x0760,0x09AF,0x1284,0x1714,0x1858,0x1AC6,0x22C6,0x23A7,0x240F,0x2A38,0x2A56,0x2FC7,0x3060,0x35C3,0x3812,0x3B68,0x409B,0x41B2,0x429B,0x4724,0x48C1,0x4BF8,0x53AF,0x53D7,0x5B30,0x5DA9,0x5F01,0x616A,0x850E,0x8F63,0x93AC,0x9591,0x96F7,0x9BF5,0xA7B2,0xA960,0xB744,0xBCA3,0xBDF1,0xBF36,0xC248,0xC766,0xCBD6,0xCE97,0xD326,0xE605,0xF43F,0xF5A4",custom/best_energy,True
