$2,4.58053e-03,4.31835e+00,6.92741e-03,7.06156e-03
$1,1.61177e-02,3.64261e-02,2.74704e+00,3.79244e-02
in1,2.78000e-02,3.92390e+00,2.78000e-02,3.92390e+00
in2,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00
$3,6.31155e+00,1.24420e-01,8.41443e-02,3.52955e-02
out,8.27927e-03,1.74191e+00,1.10159e+00,1.79944e-02
