Step,custom/best_energy,wall_time_s
0,42.0,0.007828354835510254
80,7.0,2.270206490997225
160,7.0,3.614890765864402
240,5.0,4.786472380859777
320,5.0,6.010839039925486
400,5.0,7.066569584887475
480,5.0,8.029035149840638
560,5.0,8.787948481971398
640,5.0,9.526885947911069
720,5.0,10.260728233959526
800,5.0,11.056472417898476
880,5.0,12.492906666826457
960,5.0,14.357372133992612
1040,5.0,16.27593239187263
1120,5.0,17.886109232902527
1200,5.0,18.98921500192955
1280,5.0,19.906147623900324
1360,5.0,20.629002183908597
1440,5.0,21.3004205848556
1520,5.0,21.96371749485843
1600,5.0,22.72991839190945
1680,5.0,24.179917534813285
1760,5.0,25.251834818860516
1840,5.0,26.31792835588567
1920,5.0,27.25935444398783
2000,5.0,27.991445862920955
2080,5.0,28.68736508488655
2160,5.0,29.364798933966085
2240,5.0,30.051829209784046
2320,5.0,30.72612852184102
2400,5.0,31.591809909790754
2480,5.0,33.6748541588895
2560,5.0,34.72813404281624
2640,5.0,35.79051470593549
2720,5.0,36.82713601086289
2800,5.0,37.828715530922636
2880,5.0,38.812660411931574
2960,5.0,39.814718913985416
3040,5.0,40.7280045079533
3120,5.0,41.658951732795686
3200,5.0,42.58715598587878
3280,5.0,44.027871367987245
3360,5.0,45.149958047783
3440,5.0,46.23539279587567
3520,5.0,47.26824851287529
3600,5.0,48.272072984836996
3680,5.0,49.127427654806525
3760,5.0,50.027923941845074
3840,5.0,50.85737639688887
3920,5.0,51.60066315182485
4000,5.0,52.33727179886773
4080,5.0,53.764497896889225
4160,5.0,54.896569965872914
4240,5.0,55.99518281687051
4320,5.0,57.02025171695277
4400,5.0,57.99571455898695
4480,5.0,58.86220403085463
4560,5.0,59.80382927483879
4640,5.0,60.682003055932
4720,5.0,61.556566066807136
4800,5.0,62.43193205795251
4880,5.0,63.787725617876276
4960,5.0,64.96863243193366
5040,5.0,66.06711341999471
5120,5.0,67.11461338284425
5200,5.0,68.08599946182221
5280,5.0,69.10687806783244
5360,5.0,70.10764284990728
5440,5.0,70.76655184198171
5520,5.0,71.47165938885882
5600,5.0,72.17923766793683
5680,5.0,74.17011046689004
5760,5.0,75.59871966880746
5840,5.0,76.97353860386647
5920,5.0,78.3367711219471
6000,5.0,79.27722045080736
6080,5.0,80.13925531995483
6160,5.0,81.03015690785833
6240,5.0,81.9377815099433
6320,5.0,82.81424557580613
6400,5.0,83.69946051691659
6480,5.0,85.79758537979797
6560,5.0,86.92763230879791
6640,5.0,88.03557356796227
6720,5.0,89.16047186590731
6800,5.0,90.08715798379853
6880,5.0,90.97030908986926
6960,5.0,91.86549603077583
7040,5.0,92.75131781981327
7120,5.0,93.44709769892506
7200,5.0,94.20296823582612
7280,5.0,95.97988305380568
7360,5.0,97.47372118779458
7440,5.0,98.67902039899491
7520,5.0,99.66005035978742
