design_name,parts,
m0x0C0,pBAD,RiboJ53,P2,PhlF,ECK120033737,pPhlF,pTet,RiboJ60,Q1,QacR,ECK120010818,pQacR,YFP_cassette,_NONCE_PAD
m0x0C1,pQacR,YFP_cassette,pBAD,RiboJ53,P2,PhlF,ECK120033737,pPhlF,pTet,RiboJ60,Q1,QacR,ECK120010818,_NONCE_PAD
m0x0C2,pBAD,RiboJ53,P2,PhlF,ECK120033737,pPhlF,pTet,RiboJ60,Q1,QacR,ECK120010818,_NONCE_PAD,pQacR,YFP_cassette
m0x0C3,pBAD,RiboJ53,P2,PhlF,ECK120033737,pQacR,YFP_cassette,pPhlF,pTet,RiboJ60,Q1,QacR,ECK120010818,_NONCE_PAD
