$3,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
$1,0.93,0.91,0.93,0.91,0.93,0.91,0.93,0.91,0.96,0.93,0.96,0.93,0.96,0.93,0.96,0.93
$5,0.83,0.92,0.83,0.92,0.87,0.93,0.87,0.93,0.83,0.92,0.83,0.92,0.87,0.93,0.87,0.93
$7,0.98,0.93,0.98,0.93,0.94,0.91,0.94,0.91,0.98,0.93,0.98,0.93,0.94,0.91,0.94,0.91
$6,0.96,0.99,0.96,0.99,1.00,0.99,1.00,0.99,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
$2,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99
$4,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
