episode,best_energy_in_episode,best_energy_so_far,num_new_graphs,wall_time_s
0,30.0,4.0,,13.641535287024453
1,40.0,4.0,,13.652328643016517
2,8.0,4.0,,13.654659857042134
3,32.0,4.0,,13.656610531033948
4,28.0,4.0,,13.658574788132682
5,39.0,4.0,,13.660615033004433
6,41.0,4.0,,13.663207188015804
7,25.0,4.0,,13.665468438062817
8,29.0,4.0,,13.667245435994118
9,13.0,4.0,,13.668789349030703
10,13.0,4.0,,13.670913561014459
11,40.0,4.0,,13.673856494016945
12,7.0,4.0,,13.676247433992103
13,28.0,4.0,,13.678544047055766
14,41.0,4.0,,13.680131054017693
15,25.0,4.0,,13.681760792154819
16,43.0,4.0,,13.683672588085756
17,13.0,4.0,,13.685840734047815
18,25.0,4.0,,13.687712690094486
19,25.0,4.0,,13.689558615209535
20,20.0,4.0,,13.691337326075882
21,20.0,4.0,,13.692725112196058
22,43.0,4.0,,13.694231970002875
23,37.0,4.0,,13.69579973211512
24,42.0,4.0,,13.697529761120677
25,12.0,4.0,,13.699468398001045
26,14.0,4.0,,13.70227454812266
27,43.0,4.0,,13.70536712417379
28,25.0,4.0,,13.708113965112716
29,19.0,4.0,,13.709739184007049
30,9.0,4.0,,13.71221873909235
31,32.0,4.0,,13.71505833719857
32,23.0,4.0,,13.717672953149304
33,6.0,4.0,,13.720252780010924
34,12.0,4.0,,13.723112642066553
35,28.0,4.0,,13.726146882167086
36,43.0,4.0,,13.728593389037997
37,39.0,4.0,,13.730221641017124
38,23.0,4.0,,13.732434352161363
39,43.0,4.0,,13.734988971147686
40,14.0,4.0,,13.73794085206464
41,41.0,4.0,,13.740357980132103
42,10.0,4.0,,13.742796101141721
43,41.0,4.0,,13.745512765133753
44,37.0,4.0,,13.748442629119381
45,33.0,4.0,,13.750572141027078
46,23.0,4.0,,13.75307374005206
47,10.0,4.0,,13.755522147053853
48,9.0,4.0,,13.758387153036892
49,43.0,4.0,,13.76055104820989
50,13.0,4.0,,13.763845263049006
51,43.0,4.0,,13.766905477037653
52,30.0,4.0,,13.769980536075309
53,19.0,4.0,,13.773194174049422
54,23.0,4.0,,13.775591324083507
55,23.0,4.0,,13.778420175192878
56,45.0,4.0,,13.78051882609725
57,27.0,4.0,,13.783432804048061
58,42.0,4.0,,13.785935102030635
59,9.0,4.0,,13.78898026701063
60,13.0,4.0,,13.791567428037524
61,42.0,4.0,,13.793978310190141
62,4.0,4.0,,13.79704100615345
63,24.0,4.0,,13.799604391213506
64,19.0,4.0,,13.801941683050245
65,28.0,4.0,,13.80518434010446
66,30.0,4.0,,13.807815122185275
67,39.0,4.0,,13.809866059105843
68,6.0,4.0,,13.812629990046844
69,37.0,4.0,,13.81547673419118
70,23.0,4.0,,13.818650894099846
71,42.0,4.0,,13.821976881008595
72,10.0,4.0,,13.82542321505025
73,41.0,4.0,,13.828536510001868
74,20.0,4.0,,13.83091117721051
75,15.0,4.0,,13.833312076050788
76,6.0,4.0,,13.836353481048718
77,27.0,4.0,,13.83915719203651
78,27.0,4.0,,13.841832196107134
79,29.0,4.0,,13.84486428508535
80,6.0,4.0,,25.772217048099265
81,32.0,4.0,,25.775548588018864
82,31.0,4.0,,25.777913051191717
83,44.0,4.0,,25.780186685035005
84,9.0,4.0,,25.783059751149267
85,8.0,4.0,,25.78563189203851
86,9.0,4.0,,25.787977593019605
87,6.0,4.0,,25.79080720501952
88,40.0,4.0,,25.7942416081205
89,18.0,4.0,,25.797213084995747
90,9.0,4.0,,25.800188162131235
91,40.0,4.0,,25.803445822093636
92,27.0,4.0,,25.80680058314465
93,34.0,4.0,,25.809665353037417
94,9.0,4.0,,25.81181520805694
95,15.0,4.0,,25.813619448104873
96,14.0,4.0,,25.815590921090916
97,28.0,4.0,,25.81804555421695
98,23.0,4.0,,25.819924894021824
99,9.0,4.0,,25.82250534906052
100,40.0,4.0,,25.82506206515245
101,36.0,4.0,,25.827409140067175
102,40.0,4.0,,25.829174359096214
103,7.0,4.0,,25.83237306610681
104,5.0,4.0,,25.83595237019472
105,10.0,4.0,,25.839371676091105
106,43.0,4.0,,25.842569730011746
107,15.0,4.0,,25.845942799001932
108,23.0,4.0,,25.848920134129003
109,25.0,4.0,,25.85200374899432
110,8.0,4.0,,25.855083228088915
111,31.0,4.0,,25.858503569150344
112,30.0,4.0,,25.86188784101978
113,8.0,4.0,,25.86539703514427
114,28.0,4.0,,25.86856439220719
115,29.0,4.0,,25.871725354110822
116,13.0,4.0,,25.874163458123803
117,9.0,4.0,,25.876345715019852
118,28.0,4.0,,25.879022960085422
119,10.0,4.0,,25.880868387175724
