Step,custom/best_energy,wall_time_s
0,20.0,0.05128228594549
80,5.0,1.3303076059091836
160,5.0,1.9769651489332318
240,5.0,2.476938711013645
320,5.0,3.026190960081294
400,5.0,3.5003706829156727
480,5.0,3.920523878885433
560,5.0,4.373817781917751
640,5.0,4.839105681050569
720,5.0,5.248054475989193
800,5.0,5.661600865889341
880,5.0,6.473209904972464
960,5.0,6.956845558946952
1040,5.0,7.381430846871808
1120,5.0,7.799436514964327
1200,5.0,8.219720776891336
1280,5.0,8.686009225901216
1360,5.0,9.136648908955976
1440,5.0,9.541410302044824
1520,5.0,9.945540091954172
1600,5.0,10.307228264864534
1680,5.0,11.067741351900622
1760,5.0,11.597555741900578
1840,5.0,12.013639345066622
1920,5.0,12.419723815983161
2000,5.0,12.82594887795858
2080,5.0,13.226119166938588
2160,5.0,13.62863344186917
2240,5.0,14.025416208896786
2320,5.0,14.396553942002356
2400,5.0,14.78031214303337
2480,5.0,15.494418303947896
2560,5.0,15.97902436600998
2640,5.0,16.39921590895392
2720,5.0,16.82333455607295
2800,5.0,17.30967457895167
2880,5.0,17.713371024932712
2960,5.0,18.113358615897596
3040,5.0,18.513108781073242
3120,5.0,18.916777326958254
3200,5.0,19.32332377694547
3280,5.0,20.040895950980484
3360,5.0,20.511830389965326
3440,5.0,20.932185169076547
3520,5.0,21.340055631008
3600,5.0,21.73960404098034
3680,5.0,22.14061624999158
3760,5.0,22.58546053688042
3840,5.0,23.029448779067025
3920,5.0,23.47519558505155
4000,5.0,23.841658205958083
4080,5.0,24.583488418953493
4160,5.0,25.06650735088624
4240,5.0,25.46864028996788
4320,5.0,25.845009960001335
4400,5.0,26.280618224060163
4480,5.0,26.644202020019293
4560,5.0,27.010032486869022
4640,5.0,27.37201381707564
4720,5.0,27.716470658080652
4800,5.0,28.1255634969566
4880,5.0,28.881909606978297
4960,5.0,29.37323027290404
5040,5.0,29.846086770063266
5120,5.0,30.31095513002947
5200,5.0,30.76994233694859
5280,5.0,31.228402002016082
5360,5.0,31.68878086702898
5440,5.0,32.147496049059555
5520,5.0,32.59958280203864
5600,5.0,33.06857987586409
5680,5.0,33.71874791895971
5760,5.0,34.19394048093818
5840,5.0,34.606044576969
5920,5.0,35.06503616296686
6000,5.0,35.52354356995784
6080,5.0,35.87694172398187
6160,5.0,36.2331160439644
6240,5.0,36.58925016596913
6320,5.0,36.94744417304173
6400,5.0,37.37076181406155
6480,5.0,38.02417860995047
6560,5.0,38.44958697096445
6640,5.0,38.91863881004974
6720,5.0,39.378425440052524
6800,5.0,39.82554364902899
6880,5.0,40.28706206497736
6960,5.0,40.699712357949466
7040,5.0,41.10810508602299
7120,5.0,41.517867763061076
7200,5.0,41.94519126601517
7280,5.0,42.68537882599048
7360,5.0,43.15674120001495
7440,5.0,43.620441789971665
7520,5.0,44.022307221079245
7600,5.0,44.42879944387823
7680,5.0,44.836965705035254
7760,5.0,45.24761483306065
7840,5.0,45.65444728708826
7920,5.0,46.063157761935145
8000,5.0,46.49771421100013
8080,5.0,47.230275785084814
8160,5.0,47.64210048597306
8240,5.0,48.03361111693084
8320,5.0,48.45901764789596
8400,5.0,48.892271670978516
8480,5.0,49.31896780990064
8560,5.0,49.74582620407455
8640,5.0,50.191756919026375
8720,5.0,50.53661815891974
8800,5.0,50.8909340868704
8880,5.0,51.56174435606226
8960,5.0,52.02519688894972
9040,5.0,52.48555800598115
9120,5.0,52.95275221206248
9200,5.0,53.40621062996797
9280,5.0,53.87752256006934
9360,5.0,54.23539752303623
9440,5.0,54.64952615601942
9520,5.0,55.001539781922475
9600,5.0,55.36754031595774
9680,5.0,56.03716726205312
9760,5.0,56.51940819597803
9840,5.0,56.93453264096752
9920,5.0,57.34879471291788
10000,5.0,57.783072598977014
10080,5.0,58.23905568802729
10160,5.0,58.69478890299797
10240,5.0,59.141130849020556
10320,5.0,59.59518831106834
10400,5.0,60.07249742792919
10480,5.0,60.74594921199605
10560,5.0,61.15684338193387
10640,5.0,61.55403715488501
10720,5.0,61.9445549659431
10800,5.0,62.329240389866754
10880,5.0,62.68078921106644
10960,5.0,63.03604633593932
11040,5.0,63.387839901959524
11120,5.0,63.73560609202832
11200,5.0,64.09952864400111
11280,5.0,64.88904019305483
11360,5.0,65.43827080493793
11440,5.0,65.86113933101296
11520,5.0,66.26456778706051
11600,5.0,66.72863465407863
11680,5.0,67.12327894405462
11760,5.0,67.51855310308747
11840,5.0,67.91842377395369
11920,5.0,68.32611740101129
12000,5.0,68.74334026593715
12080,5.0,69.4790467210114
12160,5.0,69.95233537396416
12240,5.0,70.41987635102123
12320,5.0,70.87754361890256
12400,5.0,71.33138205204159
12480,5.0,71.78361009596847
12560,5.0,72.23207033006474
12640,5.0,72.6798556749709
12720,5.0,73.04158660699613
12800,5.0,73.47796178399585
12880,5.0,74.20103157008998
12960,5.0,74.62710990407504
13040,5.0,75.05422014091164
13120,5.0,75.47415743093006
13200,5.0,75.8886319368612
13280,5.0,76.25500441086479
13360,5.0,76.61978535400704
13440,5.0,76.96864147204906
13520,5.0,77.3183058470022
13600,5.0,77.674836311955
13680,5.0,78.32242501503788
13760,5.0,78.74793375097215
13840,5.0,79.2205769259017
13920,5.0,79.67251105094329
14000,5.0,80.1118637479376
14080,5.0,80.46750014508143
14160,5.0,80.87446214491501
14240,5.0,81.24112790590152
14320,5.0,81.59836001694202
14400,5.0,81.9755036700517
14480,5.0,82.63005085894838
14560,5.0,83.11219741893001
14640,5.0,83.51912054489367
14720,5.0,83.91667998302728
14800,5.0,84.31333518889733
14880,5.0,84.66156124486588
14960,5.0,85.0681537350174
15040,5.0,85.42028039786965
15120,5.0,85.77517319703475
15200,5.0,86.1393696658779
15280,5.0,86.80707368208095
15360,5.0,87.2931655079592
15440,5.0,87.75740980892442
15520,5.0,88.22541617392562
15600,5.0,88.77491252194159
15680,5.0,89.22116681491025
15760,5.0,89.64385192003101
15840,5.0,89.99384249397554
15920,5.0,90.35110966488719
16000,5.0,90.77032111305743
16080,5.0,91.44482924696058
16160,5.0,91.86535813007504
16240,5.0,92.28415923495777
16320,5.0,92.74376824009232
16400,5.0,93.15424334304407
16480,5.0,93.54909120406955
16560,5.0,93.99874767102301
16640,5.0,94.44955513789319
16720,5.0,94.9001642758958
16800,5.0,95.36085761408322
16880,5.0,96.00307607301511
16960,5.0,96.41673252801411
17040,5.0,96.90246551204473
17120,5.0,97.35523580992594
17200,5.0,97.88087672693655
17280,5.0,98.40507902600802
17360,5.0,98.9288548079785
17440,5.0,99.286036595935
17520,5.0,99.68218590202741
17600,5.0,100.04470574203879
17680,5.0,100.71882705693133
17760,5.0,101.24309660308063
17840,5.0,101.71726565388963
17920,5.0,102.08497377089225
18000,5.0,102.44718395499513
18080,5.0,102.80080005386844
18160,5.0,103.15447008307092
18240,5.0,103.5523370669689
18320,5.0,103.90347132692114
18400,5.0,104.27313603297807
18480,5.0,104.9448565330822
18560,5.0,105.44586721202359
18640,5.0,105.84677158202976
18720,5.0,106.24722284893505
18800,5.0,106.69282920891419
18880,5.0,107.10719267698005
18960,5.0,107.54723585792817
19040,5.0,107.99080653395504
19120,5.0,108.41783636808395
19200,5.0,108.79014276200905
19280,5.0,109.47932577203028
19360,5.0,109.93483523698524
19440,5.0,110.37187754106708
19520,5.0,110.7871768460609
19600,5.0,111.18202009098604
19680,5.0,111.53228087490425
19760,5.0,111.937460656045
19840,5.0,112.34180227597244
19920,5.0,112.69125624909066
20000,5.0,113.05462076188996
20080,5.0,113.72719159093685
20160,5.0,114.18566530803218
20240,5.0,114.6538078400772
20320,5.0,115.03680400107987
20400,5.0,115.43013202794828
20480,5.0,115.81560082989745
20560,5.0,116.20654160901904
20640,5.0,116.59420141903684
20720,5.0,116.98090963508002
20800,5.0,117.38646314293146
20880,5.0,118.16024601995014
20960,5.0,118.71539765689522
21040,5.0,119.26086626993492
21120,5.0,119.71481913002208
21200,5.0,120.11332814395428
21280,5.0,120.51570623903535
21360,5.0,120.91353133507073
21440,5.0,121.35938218608499
21520,5.0,121.73196805990301
21600,5.0,122.1155931870453
21680,5.0,122.80721981404349
21760,5.0,123.21975027094595
21840,5.0,123.62107220198959
21920,5.0,124.08487873408012
22000,5.0,124.48774515790865
22080,5.0,124.89167318097316
22160,5.0,125.33741786098108
22240,5.0,125.7676314660348
22320,5.0,126.21641456591897
22400,5.0,126.6694470369257
22480,5.0,127.32387097901665
22560,5.0,127.79406493902206
22640,5.0,128.2543661869131
22720,5.0,128.64951469795778
22800,5.0,129.04672185797244
22880,5.0,129.44476316403598
22960,5.0,129.83954595495015
23040,5.0,130.24598331190646
23120,5.0,130.64225721592084
23200,5.0,131.04956867103465
23280,5.0,131.71845459286124
23360,5.0,132.21503219706938
23440,5.0,132.65358470892534
23520,5.0,133.04903351608664
23600,5.0,133.48949745600112
23680,5.0,133.90987588698044
23760,5.0,134.32139836903661
23840,5.0,134.72647116193548
23920,5.0,135.0770616910886
24000,5.0,135.44274832797237
24080,5.0,136.21845544292592
24160,5.0,136.694269686006
24240,5.0,137.16996148601174
24320,5.0,137.6356321158819
24400,5.0,138.0831504650414
24480,5.0,138.5314412470907
24560,5.0,138.97544243489392
24640,5.0,139.3931187079288
24720,5.0,139.83328457106836
24800,5.0,140.19796002400108
24880,5.0,140.94941029092297
24960,5.0,141.3540041889064
25040,5.0,141.8138766249176
25120,5.0,142.2196518140845
25200,5.0,142.64922361494973
25280,5.0,143.06618658290245
25360,5.0,143.46722292993218
25440,5.0,143.81026767892763
25520,5.0,144.19181850901805
25600,5.0,144.5488489230629
25680,5.0,145.24895735806786
25760,5.0,145.66237093997188
25840,5.0,146.11900142207742
25920,5.0,146.52081193495542
26000,5.0,146.91827865806408
26080,5.0,147.31442077690735
26160,5.0,147.71383541706018
26240,5.0,148.11409309599549
26320,5.0,148.51267164503224
26400,5.0,148.93150721490383
26480,5.0,149.693106201943
26560,5.0,150.16803144593723
26640,5.0,150.62287153094076
26720,5.0,151.09972474793904
26800,5.0,151.54621373699047
26880,5.0,151.95821959408931
26960,5.0,152.37430894304998
27040,5.0,152.80287151387893
27120,5.0,153.23004359891638
27200,5.0,153.67077856697142
27280,5.0,154.34363395092078
27360,5.0,154.75775657594204
27440,5.0,155.16841005906463
27520,5.0,155.57349172094837
27600,5.0,155.96930422401056
27680,5.0,156.37063737399876
27760,5.0,156.76769935386255
27840,5.0,157.17206931486726
27920,5.0,157.56414342694916
28000,5.0,157.97257681097835
28080,5.0,158.73155372100882
28160,5.0,159.28335321089253
28240,5.0,159.779921092093
28320,5.0,160.27628561807796
28400,5.0,160.7658973960206
28480,5.0,161.2577793749515
28560,5.0,161.60525648389012
28640,5.0,161.95356353605166
28720,5.0,162.3037928820122
28800,5.0,162.66700968402438
28880,5.0,163.39627629891038
28960,5.0,163.90019976487383
29040,5.0,164.40055978507735
29120,5.0,164.83603916689754
29200,5.0,165.18213542201556
29280,5.0,165.5389859089628
29360,5.0,165.88762883492745
29440,5.0,166.23673297697678
29520,5.0,166.64040546305478
29600,5.0,167.008258075919
29680,5.0,167.7234212940093
29760,5.0,168.21783103886992
29840,5.0,168.70110144698992
29920,5.0,169.10883567505516
30000,5.0,169.5841177450493
30080,5.0,169.99082434293814
30160,5.0,170.3973304638639
30240,5.0,170.7960294650402
30320,5.0,171.1914085689932
30400,5.0,171.60604122490622
30480,5.0,172.32140510203317
30560,5.0,172.81237552990206
30640,5.0,173.29546098597348
30720,5.0,173.77168792905286
30800,5.0,174.21501716505736
30880,5.0,174.73011558805592
30960,5.0,175.20047296606936
31040,5.0,175.64543252903968
31120,5.0,176.07085206802003
31200,5.0,176.55700486991554
31280,5.0,177.19229905703105
31360,5.0,177.60297352797352
31440,5.0,178.0148813300766
31520,5.0,178.4643924429547
31600,5.0,178.91384111903608
31680,5.0,179.3566131540574
31760,5.0,179.79758342704736
31840,5.0,180.1662995889783
31920,5.0,180.5347968279384
32000,5.0,180.9036153680645
32080,5.0,181.62665222003125
32160,5.0,182.12363137607463
32240,5.0,182.5954102310352
32320,5.0,183.06696337391622
32400,5.0,183.48697781097144
32480,5.0,183.90237293508835
32560,5.0,184.3230992059689
32640,5.0,184.74313877592795
32720,5.0,185.2194933409337
32800,5.0,185.61262441496365
32880,5.0,186.37419727700762
32960,5.0,186.8089252510108
33040,5.0,187.23612879705615
33120,5.0,187.65871594287455
33200,5.0,188.1227181488648
33280,5.0,188.5378436620813
33360,5.0,188.95400054287165
33440,5.0,189.41729662101716
33520,5.0,189.83376792701893
33600,5.0,190.23083114204928
33680,5.0,190.94820505497046
33760,5.0,191.44981883489527
33840,5.0,191.95006832806394
33920,5.0,192.447761524003
34000,5.0,192.939748337958
34080,5.0,193.3484843939077
34160,5.0,193.76187687693164
34240,5.0,194.19578940607607
34320,5.0,194.5889470190741
34400,5.0,194.99368266901
34480,5.0,195.75800655595958
34560,5.0,196.2877990650013
34640,5.0,196.78645021794364
34720,5.0,197.26991879800335
34800,5.0,197.7235790870618
34880,5.0,198.15920997597277
34960,5.0,198.603557752911
35040,5.0,199.05472956201993
35120,5.0,199.39872917789035
35200,5.0,199.81792614609003
35280,5.0,200.51781803695485
35360,5.0,200.96616314002313
35440,5.0,201.42245194804855
35520,5.0,201.87740228301845
35600,5.0,202.32407432887703
35680,5.0,202.7695300169289
35760,5.0,203.21172613906674
35840,5.0,203.6012003030628
35920,5.0,204.01168365799822
36000,5.0,204.37589540402405
36080,5.0,205.07658270793036
36160,5.0,205.51245938404463
36240,5.0,205.96842684107833
36320,5.0,206.43410781188868
36400,5.0,206.89606878487393
36480,5.0,207.36029077786952
36560,5.0,207.76425503799692
36640,5.0,208.11894006794319
36720,5.0,208.4702177979052
36800,5.0,208.83503129100427
36880,5.0,209.47127472097054
36960,5.0,209.9323575270828
37040,5.0,210.45545578491874
37120,5.0,210.91748980502598
37200,5.0,211.33006146596745
37280,5.0,211.70379942492582
37360,5.0,212.05947919399478
37440,5.0,212.47530911304057
37520,5.0,212.832783106016
37600,5.0,213.18407176691107
37680,5.0,213.9125181150157
37760,5.0,214.3827355520334
37840,5.0,214.78788247192279
37920,5.0,215.18833918101154
38000,5.0,215.58565325196832
38080,5.0,215.98498115502298
38160,5.0,216.43153318297118
38240,5.0,216.86720328289084
38320,5.0,217.21607744088396
38400,5.0,217.58134134486318
38480,5.0,218.30818673293106
38560,5.0,218.81467495998368
38640,5.0,219.28676046594046
38720,5.0,219.74960870994255
38800,5.0,220.2101842239499
38880,5.0,220.6638127770275
38960,5.0,221.09553130809218
39040,5.0,221.51469393493608
39120,5.0,221.86618148093112
39200,5.0,222.2306230040267
39280,5.0,222.97807790595107
39360,5.0,223.40739685087465
39440,5.0,223.80497489101253
39520,5.0,224.21886422508396
39600,5.0,224.61080025695264
39680,5.0,225.00614984496497
39760,5.0,225.41994527494535
39840,5.0,225.7771253848914
39920,5.0,226.12763871601783
40000,5.0,226.49196670786478
40080,5.0,227.1221258060541
40160,5.0,227.5228524908889
40240,5.0,227.9670220639091
40320,5.0,228.41384878894314
40400,5.0,228.85656019789167
40480,5.0,229.29812002601102
40560,5.0,229.73942989786156
40640,5.0,230.17917281994596
40720,5.0,230.62248060898855
40800,5.0,231.08444841695018
40880,5.0,231.75542696402408
40960,5.0,232.26098688691854
41040,5.0,232.7802459918894
41120,5.0,233.1779625408817
41200,5.0,233.57970070792362
41280,5.0,233.97497285087593
41360,5.0,234.36691897106357
41440,5.0,234.7571341220755
41520,5.0,235.18715227907524
41600,5.0,235.63567997305654
41680,5.0,236.35621590004303
41760,5.0,236.87866821396165
41840,5.0,237.34445954998955
41920,5.0,237.74257841194049
42000,5.0,238.1323962409515
42080,5.0,238.5676279219333
42160,5.0,238.923007667996
42240,5.0,239.3292889490258
42320,5.0,239.67491360008717
42400,5.0,240.09071944095194
42480,5.0,240.82477711094543
42560,5.0,241.2708897900302
42640,5.0,241.6888642378617
42720,5.0,242.09348603500985
42800,5.0,242.4934345278889
42880,5.0,242.95641117193736
42960,5.0,243.41385459993035
43040,5.0,243.84979514288716
43120,5.0,244.31029829499312
43200,5.0,244.76683954591863
43280,5.0,245.47027432499453
43360,5.0,245.9370356700383
43440,5.0,246.41275372100063
43520,5.0,246.86744986800477
43600,5.0,247.31133534293622
43680,5.0,247.74652980803512
43760,5.0,248.13383897393942
43840,5.0,248.5216022389941
43920,5.0,248.91104833199643
44000,5.0,249.31915680295788
44080,5.0,250.01882962090895
44160,5.0,250.44283205200918
44240,5.0,250.86738530406728
44320,5.0,251.27085932390764
44400,5.0,251.67291670595296
44480,5.0,252.121105697006
44560,5.0,252.51750598894432
44640,5.0,252.90591964591295
44720,5.0,253.2979087519925
44800,5.0,253.7050200039521
44880,5.0,254.4756324449554
44960,5.0,254.93755222600885
45040,5.0,255.43769042287022
45120,5.0,255.89583562291227
45200,5.0,256.3419873120729
45280,5.0,256.7890909269918
45360,5.0,257.23586551402695
45440,5.0,257.67552353302017
45520,5.0,258.1258027749136
45600,5.0,258.5789118029643
45680,5.0,259.2970348200761
45760,5.0,259.78604262997396
45840,5.0,260.2411728880834
45920,5.0,260.6414377170149
46000,5.0,261.09867787896655
46080,5.0,261.54547646292485
46160,5.0,261.89597248402424
46240,5.0,262.2451011170633
46320,5.0,262.5931124938652
46400,5.0,262.9654817408882
46480,5.0,263.68921302701347
46560,5.0,264.1569627749268
46640,5.0,264.60701919789426
46720,5.0,265.07266870490275
46800,5.0,265.53330620890483
46880,5.0,265.98052466707304
46960,5.0,266.4394750080537
47040,5.0,266.78818468702957
47120,5.0,267.1368595419917
47200,5.0,267.5029541030526
47280,5.0,268.20549972192384
47360,5.0,268.6865846309811
47440,5.0,269.1924606640823
47520,5.0,269.6803598338738
47600,5.0,270.15779191302136
47680,5.0,270.67947991588153
47760,5.0,271.19580127694644
47840,5.0,271.65264381398447
47920,5.0,272.102941847872
48000,5.0,272.5657382849604
48080,5.0,273.2461844889913
48160,5.0,273.6659352509305
48240,5.0,274.07610645494424
48320,5.0,274.48192712594755
48400,5.0,274.88413772406057
48480,5.0,275.31467047007754
48560,5.0,275.6661847520154
48640,5.0,276.07250467594713
48720,5.0,276.4248428940773
48800,5.0,276.79087437689304
48880,5.0,277.4751482279971
48960,5.0,277.96212871489115
49040,5.0,278.4334910970647
49120,5.0,278.9055940709077
49200,5.0,279.3038208389189
49280,5.0,279.69895716407336
49360,5.0,280.08136842306703
49440,5.0,280.4570979990531
49520,5.0,280.83501723594964
49600,5.0,281.1965872910805
49680,5.0,281.88339004991576
49760,5.0,282.3329032610636
49840,5.0,282.7776270280592
49920,5.0,283.21551989694126
50000,5.0,283.7093582120724
50080,5.0,284.1995359330904
50160,5.0,284.5939568420872
50240,5.0,284.9846054010559
50320,5.0,285.3723111669533
50400,5.0,285.7795538709033
50480,5.0,286.5196333839558
50560,5.0,287.0384215589147
50640,5.0,287.51152465399355
50720,5.0,287.9208389138803
50800,5.0,288.32931451895274
50880,5.0,288.7389736738987
50960,5.0,289.15110778296366
51040,5.0,289.5505090879742
51120,5.0,289.90292872604914
51200,5.0,290.2711319960654
