in3,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00
out,9.94829e-03,1.61332e+00,1.38876e+00,1.41860e-02
$3,3.06313e+00,1.27461e-01,2.43113e-02,1.32349e-02
in2,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00
$1,1.60800e-02,2.97116e-02,3.46906e+00,3.26072e-02
$2,8.79076e-03,4.00359e+00,2.84395e-03,2.85787e-03
