$1,8.04206e-03,6.55623e-03,3.45273e+00,6.81470e-03,8.39187e-03,7.52424e-01,3.45481e+00,6.88333e-03
$3,3.06313e+00,1.27461e-01,2.43113e-02,1.32349e-02,3.06313e+00,1.27461e-01,2.43113e-02,1.32349e-02
in3,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00
$4,3.77765e+00,1.90806e-01,3.77765e+00,1.90806e-01,3.77765e+00,1.90806e-01,3.77765e+00,1.90806e-01
$6,2.85348e+00,2.85348e+00,2.85348e+00,2.85348e+00,2.62941e-02,2.62941e-02,2.62941e-02,2.62941e-02
$5,9.94965e-02,9.94965e-02,9.32449e-02,9.32449e-02,2.14920e+00,2.14920e+00,9.50028e-02,9.50028e-02
in2,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00
out,3.21683e-03,2.62249e-03,1.38109e+00,2.72588e-03,3.35675e-03,3.00969e-01,1.38193e+00,2.75333e-03
$2,1.26800e-01,3.36783e+00,1.27110e-01,3.42210e+00,6.65843e-02,2.69753e-01,1.27023e-01,3.40673e+00
in1,2.78000e-02,2.78000e-02,2.78000e-02,2.78000e-02,3.92390e+00,3.92390e+00,3.92390e+00,3.92390e+00
