in3,4.20000e-03,4.20000e-03,2.00820e+00,2.00820e+00
$2,6.78986e+00,6.78986e+00,4.55223e-02,4.55223e-02
$1,2.21413e-03,4.11852e-03,1.59400e-02,2.49369e+00
in1,2.78000e-02,3.92390e+00,2.78000e-02,3.92390e+00
$3,3.03764e+00,3.85441e-02,3.03764e+00,3.85441e-02
out,8.85653e-04,1.64741e-03,6.37599e-03,9.97477e-01
