$1,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02
$4,5.80340e+00,5.80340e+00,8.29946e-02,8.29946e-02,5.80340e+00,5.80340e+00,8.29946e-02,8.29946e-02
$5,3.59319e+00,3.59319e+00,3.59319e+00,3.59319e+00,5.07521e-02,5.07521e-02,5.07521e-02,5.07521e-02
$3,7.03525e-01,1.85870e-02,7.03525e-01,1.85870e-02,7.03525e-01,1.85870e-02,7.03525e-01,1.85870e-02
$6,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02
$2,9.27916e-02,9.27916e-02,9.71091e-02,9.71091e-02,9.43260e-02,9.43260e-02,5.17308e-01,5.17308e-01
in3,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00
out,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03,4.00000e-03
in2,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00
in1,2.78000e-02,2.78000e-02,2.78000e-02,2.78000e-02,3.92390e+00,3.92390e+00,3.92390e+00,3.92390e+00
