design_name,parts,
m0x720,pQacR,YFP_cassette,pTac,pAmtR,RiboJ53,P3,PhlF,ECK120033737,pPhlF,YFP_cassette,pBAD,pAmtR,RiboJ60,Q2,QacR,ECK120010818,pTac,pTet,BydvJ,A1,AmtR,L3S2P55,_NONCE_PAD
m0x721,pQacR,YFP_cassette,pTac,pAmtR,RiboJ53,P3,PhlF,ECK120033737,pBAD,pAmtR,RiboJ60,Q2,QacR,ECK120010818,pPhlF,YFP_cassette,pTac,pTet,BydvJ,A1,AmtR,L3S2P55,_NONCE_PAD
m0x722,pQacR,YFP_cassette,pPhlF,YFP_cassette,pTac,pAmtR,RiboJ53,P3,PhlF,ECK120033737,pBAD,pAmtR,RiboJ60,Q2,QacR,ECK120010818,pTac,pTet,BydvJ,A1,AmtR,L3S2P55,_NONCE_PAD
m0x723,pQacR,YFP_cassette,pTac,pAmtR,RiboJ53,P3,PhlF,ECK120033737,pBAD,pAmtR,RiboJ60,Q2,QacR,ECK120010818,pTac,pTet,BydvJ,A1,AmtR,L3S2P55,_NONCE_PAD,pPhlF,YFP_cassette
m0x724,pQacR,YFP_cassette,pTac,pAmtR,RiboJ53,P3,PhlF,ECK120033737,pBAD,pAmtR,RiboJ60,Q2,QacR,ECK120010818,pTac,pTet,BydvJ,A1,AmtR,L3S2P55,pPhlF,YFP_cassette,_NONCE_PAD
