Step,custom/best_energy,wall_time_s
0,31.0,0.029021329944953322
80,5.0,1.7613439180422574
160,5.0,2.7843913349788636
240,5.0,3.669388446956873
320,5.0,4.4680263181217015
400,5.0,5.183632852975279
480,5.0,5.8616902499925345
560,5.0,6.52304931008257
640,5.0,7.175765377935022
720,5.0,7.806762614054605
800,5.0,8.426982100121677
880,5.0,9.632983783027157
960,5.0,10.508873250102624
1040,5.0,11.233828959986567
1120,5.0,11.974134629126638
1200,5.0,12.653349901083857
1280,5.0,13.29289234103635
1360,5.0,13.900961365085095
1440,5.0,14.4655508720316
1520,5.0,15.026329674990848
1600,5.0,15.605966978007928
1680,5.0,16.669921098975465
1760,5.0,17.436195994960144
1840,5.0,18.09297999413684
1920,5.0,18.7463854260277
2000,5.0,19.392322479048744
2080,5.0,20.034829318057746
2160,5.0,20.659136930014938
2240,5.0,21.23965628212318
2320,5.0,21.836169572081417
2400,5.0,22.37804862111807
2480,5.0,23.43986102193594
2560,5.0,24.2644561000634
2640,5.0,25.075959322974086
2720,5.0,25.880441013956442
2800,5.0,26.71405868208967
2880,5.0,27.447650949005038
2960,5.0,28.485517306020483
3040,5.0,29.187408240977675
3120,5.0,29.89692212897353
3200,5.0,30.617234884994105
3280,5.0,31.632299656048417
3360,5.0,32.42596557200886
3440,5.0,33.37819714797661
3520,5.0,34.25432669208385
3600,5.0,34.95259515591897
3680,5.0,35.6904075241182
3760,5.0,36.365166414063424
3840,5.0,37.00508603313938
3920,5.0,37.64440062898211
4000,5.0,38.2112368629314
4080,5.0,39.284660930978134
4160,5.0,40.316069612978026
4240,5.0,41.0879673960153
4320,5.0,41.74779376410879
4400,5.0,42.40108299697749
4480,5.0,43.073983940063044
4560,5.0,44.080453105969355
4640,5.0,44.73344693495892
4720,5.0,45.330207363003865
4800,5.0,45.94285245612264
4880,5.0,47.19086849200539
4960,5.0,47.97321116994135
5040,5.0,48.66739469906315
5120,5.0,49.34717857209034
5200,5.0,49.97400489798747
5280,5.0,50.60034483904019
5360,5.0,51.21147393505089
5440,5.0,51.855958559084684
5520,5.0,52.534332662122324
5600,5.0,53.22360810893588
5680,5.0,54.61208032700233
5760,5.0,55.83782457304187
5840,5.0,57.059831775026396
5920,5.0,57.91655003395863
6000,5.0,58.67599346791394
6080,5.0,59.42282307008281
6160,5.0,60.14747227402404
6240,5.0,60.88052348210476
6320,5.0,61.600695695960894
6400,5.0,62.34644402214326
6480,5.0,63.4481559349224
6560,5.0,64.30529959406704
6640,5.0,65.11749237007461
6720,5.0,66.41753347893246
6800,5.0,67.20444433391094
6880,5.0,67.95892553403974
6960,5.0,68.73248140513897
7040,5.0,69.49280366511084
7120,5.0,70.2389252060093
7200,5.0,71.0464675440453
7280,5.0,72.38459119410254
7360,5.0,73.47061081207357
7440,5.0,74.18845594511367
7520,5.0,74.92300578206778
7600,5.0,75.65555874304846
7680,5.0,76.34196688607335
7760,5.0,76.98522571311332
7840,5.0,77.62746123992838
7920,5.0,78.36068791802973
8000,5.0,79.0085924109444
8080,5.0,80.15888868598267
8160,5.0,81.20812152093276
8240,5.0,82.35324960993603
8320,5.0,83.10445246798918
8400,5.0,83.8573723109439
8480,5.0,84.51786057604477
8560,5.0,85.18218653602526
8640,5.0,85.83895948994905
8720,5.0,86.452265819069
8800,5.0,87.09367803996429
8880,5.0,88.2146619039122
8960,5.0,89.05515736993402
9040,5.0,89.82317505893297
9120,5.0,90.50921775703318
9200,5.0,91.20432344311848
9280,5.0,91.87032601609826
9360,5.0,92.60117431613617
9440,5.0,93.37214761809446
9520,5.0,94.13750624214299
9600,5.0,94.93443129095249
9680,5.0,96.06162557192147
9760,5.0,96.80880498001352
9840,5.0,97.75103991199285
9920,5.0,98.56448938697577
10000,5.0,99.55380816105753
10080,5.0,100.34043827513233
10160,5.0,100.85594921791926
10240,5.0,101.35627873498015
10320,5.0,101.94131566397846
