in2,2.20000e-03,5.05430e+00,2.20000e-03,5.05430e+00,2.20000e-03,5.05430e+00,2.20000e-03,5.05430e+00,2.20000e-03,5.05430e+00,2.20000e-03,5.05430e+00,2.20000e-03,5.05430e+00,2.20000e-03,5.05430e+00
out,1.49104e+00,1.16641e+00,5.83452e-01,2.58828e-01,1.77487e+00,1.45025e+00,1.76862e+00,1.44400e+00,1.77746e+00,1.45284e+00,8.16302e-01,4.91678e-01,1.78879e+00,1.46417e+00,1.76990e+00,1.44528e+00
in3,4.20000e-03,4.20000e-03,2.00820e+00,2.00820e+00,4.20000e-03,4.20000e-03,2.00820e+00,2.00820e+00,4.20000e-03,4.20000e-03,2.00820e+00,2.00820e+00,4.20000e-03,4.20000e-03,2.00820e+00,2.00820e+00
$2,8.17956e-01,6.39409e-03,8.17956e-01,6.39409e-03,8.17956e-01,6.39409e-03,8.17956e-01,6.39409e-03,8.17956e-01,6.39409e-03,8.17956e-01,6.39409e-03,8.17956e-01,6.39409e-03,8.17956e-01,6.39409e-03
$1,2.90963e+00,2.90963e+00,6.40675e-01,6.40675e-01,3.61922e+00,3.61922e+00,3.60361e+00,3.60361e+00,3.62569e+00,3.62569e+00,1.22280e+00,1.22280e+00,3.65403e+00,3.65403e+00,3.60680e+00,3.60680e+00
$5,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02
$7,9.03675e-01,9.03675e-01,1.86518e-01,1.86518e-01,9.03675e-01,9.03675e-01,1.86518e-01,1.86518e-01,5.20548e+00,5.20548e+00,3.10446e-01,3.10446e-01,5.20548e+00,5.20548e+00,3.10446e-01,3.10446e-01
in1,2.78000e-02,2.78000e-02,2.78000e-02,2.78000e-02,3.92390e+00,3.92390e+00,3.92390e+00,3.92390e+00,2.78000e-02,2.78000e-02,2.78000e-02,2.78000e-02,3.92390e+00,3.92390e+00,3.92390e+00,3.92390e+00
$3,1.73521e-01,1.73521e-01,9.43621e-01,9.43621e-01,1.99398e-02,1.99398e-02,2.47150e-02,2.47150e-02,1.79015e-02,1.79015e-02,5.87756e-01,5.87756e-01,8.49818e-03,8.49818e-03,2.37547e-02,2.37547e-02
$6,3.48374e+00,3.48374e+00,3.48374e+00,3.48374e+00,1.08951e+00,1.08951e+00,1.08951e+00,1.08951e+00,3.48374e+00,3.48374e+00,3.48374e+00,3.48374e+00,1.08951e+00,1.08951e+00,1.08951e+00,1.08951e+00
$8,9.91113e-01,9.91113e-01,9.91113e-01,9.91113e-01,9.91113e-01,9.91113e-01,9.91113e-01,9.91113e-01,1.18673e-01,1.18673e-01,1.18673e-01,1.18673e-01,1.18673e-01,1.18673e-01,1.18673e-01,1.18673e-01
$4,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02
in4,6.94000e-02,6.94000e-02,6.94000e-02,6.94000e-02,6.94000e-02,6.94000e-02,6.94000e-02,6.94000e-02,1.15440e+00,1.15440e+00,1.15440e+00,1.15440e+00,1.15440e+00,1.15440e+00,1.15440e+00,1.15440e+00
