$4,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02
in3,4.20000e-03,4.20000e-03,2.00820e+00,2.00820e+00,4.20000e-03,4.20000e-03,2.00820e+00,2.00820e+00
$3,1.12864e+00,6.19050e+00,1.68048e-01,2.56794e-01,1.64224e-01,2.49180e-01,1.63660e-01,2.48063e-01
$5,8.06035e-01,9.78743e-03,8.06035e-01,9.78743e-03,8.06035e-01,9.78743e-03,8.06035e-01,9.78743e-03
in1,2.78000e-02,3.92390e+00,2.78000e-02,3.92390e+00,2.78000e-02,3.92390e+00,2.78000e-02,3.92390e+00
in2,2.20000e-03,2.20000e-03,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00,5.05430e+00,5.05430e+00
$2,1.72280e+00,2.56471e-02,1.72280e+00,2.56471e-02,1.72280e+00,2.56471e-02,1.72280e+00,2.56471e-02
$6,3.27969e-02,3.27969e-02,2.40950e+00,2.40950e+00,2.45921e+00,2.45921e+00,2.46671e+00,2.46671e+00
$8,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01,1.83000e-01
$1,9.78115e-02,2.13557e-02,2.13588e-01,2.72284e+00,2.14397e-01,2.76348e+00,2.14517e-01,2.76944e+00
out,3.91246e-02,8.54227e-03,8.54352e-02,1.08914e+00,8.57588e-02,1.10539e+00,8.58067e-02,1.10778e+00
$9,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02
$7,4.21568e+00,4.21568e+00,1.04433e-01,1.04433e-01,9.50257e-02,9.50257e-02,9.36025e-02,9.36025e-02
