$1,0.93,0.98,0.98,0.98,0.90,0.98,0.97,0.98
$4,0.91,0.98,0.97,0.97,0.93,0.93,0.91,0.89
$5,1.00,0.96,0.97,0.96,1.00,0.96,0.97,0.96
$3,1.00,0.96,0.95,0.95,0.97,0.99,0.96,0.96
$2,0.96,0.95,0.95,0.95,0.96,0.94,0.96,0.94
