out,2.77017e-04,9.54611e-04,9.04670e-04,2.40070e-01
$3,6.61398e+00,1.19029e-02,6.61398e+00,1.19029e-02
in2,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00
in1,2.78000e-02,3.92390e+00,2.78000e-02,3.92390e+00
$1,6.92543e-04,2.38653e-03,2.26167e-03,6.00175e-01
$2,6.48574e+00,6.48574e+00,8.48487e-02,8.48487e-02
