$2,6.50455e+00,6.50455e+00,2.87463e-03,2.87463e-03
in3,4.20000e-03,2.00820e+00,4.20000e-03,2.00820e+00
$1,4.99224e-03,1.76792e-02,1.96597e-02,2.42010e+00
in2,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00
$3,6.48018e+00,3.37652e-01,6.48018e+00,3.37652e-01
out,1.99689e-03,7.07169e-03,7.86386e-03,9.68039e-01
