$4,1.18727e-01,1.23250e-01,9.43906e-02,1.20710e-01,9.27059e-02,9.68689e-02,9.26793e-02,9.68678e-02
$2,1.41376e-01,1.40627e-01,1.45529e-01,1.41047e-01,2.78314e-02,2.77904e-02,2.78317e-02,2.77904e-02
in3,4.20000e-03,4.20000e-03,2.00820e+00,2.00820e+00,4.20000e-03,4.20000e-03,2.00820e+00,2.00820e+00
$6,3.06313e+00,3.06313e+00,1.27461e-01,1.27461e-01,2.43113e-02,2.43113e-02,1.32349e-02,1.32349e-02
$8,7.03849e-01,7.03849e-01,7.03849e-01,7.03849e-01,3.71384e-03,3.71384e-03,3.71384e-03,3.71384e-03
$1,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02,1.00000e-02
out,6.05506e-02,6.02508e-02,6.22116e-02,6.04188e-02,1.51326e-02,1.51162e-02,1.51327e-02,1.51162e-02
$3,1.78304e-01,5.17974e-02,4.79417e+00,1.18653e-01,6.08836e+00,1.23369e-01,6.20634e+00,1.23894e-01
$7,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02,7.40000e-02
$5,9.74382e-01,9.74382e-01,9.74382e-01,9.74382e-01,3.66745e+00,3.66745e+00,3.66745e+00,3.66745e+00
in1,2.78000e-02,3.92390e+00,2.78000e-02,3.92390e+00,2.78000e-02,3.92390e+00,2.78000e-02,3.92390e+00
in2,2.20000e-03,2.20000e-03,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00,5.05430e+00,5.05430e+00
