value_decimal,initial_num_gates,lowest_gates,delta_gates
11756,12,11,1
11742,16,13,3
11761,12,11,1
11763,13,12,1
11746,15,15,0
11765,8,8,0
11758,14,13,1
11737,17,16,1
11747,14,14,0
11769,14,12,2
11762,12,11,1
11752,14,14,0
11767,15,12,3
11910,13,13,0
11770,12,11,1
11858,15,14,1
12000,12,9,3
11929,13,12,1
11735,15,13,2
11930,16,12,4
11956,12,12,0
11739,18,16,2
11864,16,14,2
11751,16,15,1
12012,11,9,2
12002,11,9,2
12016,10,9,1
12004,14,12,2
11960,13,13,0
11873,18,17,1
12018,12,9,3
12006,13,11,2
12001,15,14,1
12020,13,10,3
12005,16,12,4
12015,11,8,3
12017,13,12,1
11965,14,13,1
12021,13,11,2
12008,15,11,4
12019,12,11,1
12026,10,8,2
12003,13,12,1
12027,12,11,1
12029,14,11,3
12030,10,8,2
12196,11,11,0
12023,14,12,2
12272,8,8,0
12124,14,12,2
12274,9,9,0
12287,6,6,0
12277,11,10,1
12007,14,12,2
12105,13,12,1
12276,12,11,1
12280,11,11,0
12275,12,9,3
12025,16,14,2
12118,17,15,2
12282,9,9,0
12279,12,11,1
12283,14,12,2
12285,11,10,1
12281,13,13,0
12278,14,12,2
12227,13,11,2
12009,15,15,0
12216,14,13,1
12221,14,13,1
12286,13,11,2
12923,13,10,3
12898,12,11,1
12568,14,10,4
13015,14,14,0
12843,12,11,1
13036,11,11,0
12844,12,11,1
12836,14,12,2
12582,17,16,1
13291,11,11,0
13440,11,11,0
13037,14,13,1
13246,12,12,0
13019,15,13,2
13444,13,9,4
13271,12,12,0
13415,13,13,0
13382,14,14,0
13181,13,13,0
14060,13,11,2
13384,12,11,1
14038,14,13,1
13459,13,11,2
14034,16,16,0
14492,10,10,0
14069,14,13,1
14491,11,11,0
14572,12,11,1
14479,13,11,2
14521,12,10,2
14490,13,13,0
14075,13,12,1
14473,14,11,3
14505,16,13,3
14204,12,11,1
14061,16,16,0
14477,17,14,3
15322,12,12,0
14465,16,11,5
14839,12,11,1
15292,13,11,2
14494,16,15,1
15284,13,12,1
15028,14,14,0
15572,13,10,3
15568,12,12,0
14545,14,14,0
14817,16,15,1
14814,16,16,0
15573,12,11,1
15553,14,11,3
15073,15,15,0
15596,11,8,3
15575,13,10,3
15576,13,12,1
15557,17,12,5
15583,14,10,4
15582,13,12,1
15598,10,9,1
15594,13,12,1
15595,14,11,3
15597,14,13,1
15559,15,11,4
15589,15,12,3
15614,13,11,2
15613,12,9,3
15599,15,11,4
15584,13,11,2
15602,13,12,1
15705,14,14,0
15563,14,13,1
15601,14,13,1
15869,9,8,1
15832,16,12,4
15829,11,10,1
15828,13,12,1
15852,11,10,1
15770,17,17,0
15836,12,10,2
15839,16,12,4
15871,10,8,2
15562,15,13,2
15855,15,11,4
15870,15,15,0
15865,12,11,1
15851,17,14,3
16072,14,11,3
16100,16,12,4
16016,13,13,0
15838,15,13,2
16108,14,11,3
16013,14,13,1
15834,16,14,2
16364,10,9,1
16126,10,8,2
16127,11,9,2
16397,13,10,3
16104,14,13,1
16382,13,12,1
16118,13,12,1
16106,12,11,1
15977,17,14,3
16039,15,12,3
16125,14,13,1
16101,16,14,2
16558,11,10,1
15831,15,12,3
16381,12,11,1
16659,12,10,2
16531,12,12,0
16109,14,14,0
16567,12,11,1
16025,14,13,1
16440,13,12,1
16107,14,13,1
16814,11,11,0
16111,15,12,3
16690,14,12,2
16855,12,10,2
16741,12,12,0
16836,12,11,1
17168,10,10,0
16988,14,13,1
17224,11,11,0
17103,10,9,1
17233,10,10,0
16789,16,13,3
16942,14,12,2
17516,8,8,0
17084,16,15,1
17209,13,12,1
16766,17,14,3
17252,14,14,0
17514,10,8,2
17545,13,12,1
17327,13,10,3
17343,13,12,1
17373,14,12,2
17341,15,15,0
17357,11,12,-1
17284,12,11,1
17148,14,13,1
17557,13,11,2
17497,14,12,2
17606,9,9,0
17581,13,13,0
17539,12,13,-1
17619,12,12,0
17577,14,12,2
17776,11,8,3
17205,13,12,1
17857,11,8,3
17405,13,13,0
18058,9,8,1
17562,13,11,2
17308,13,11,2
18056,11,11,0
18355,10,10,0
18122,11,10,1
18088,12,12,0
18604,11,11,0
17846,13,13,0
18421,13,9,4
18134,12,11,1
18610,13,10,3
17809,12,11,1
18622,14,12,2
18654,12,10,2
18139,14,14,0
18858,12,11,1
18623,13,14,-1
18794,13,11,2
18563,13,12,1
18001,14,13,1
18121,15,12,3
18220,14,14,0
19122,13,13,0
18852,21,14,7
19125,11,10,1
18913,13,13,0
18640,14,13,1
18714,16,16,0
18933,15,15,0
18878,16,16,0
18862,16,14,2
19141,11,11,0
19172,11,10,1
19155,11,12,-1
19198,13,11,2
19134,16,15,1
19323,12,10,2
19140,10,11,-1
19450,10,9,1
19426,13,14,-1
19413,15,13,2
19124,13,13,0
19786,13,13,0
20218,11,9,2
19703,11,9,2
19949,11,9,2
19957,10,9,1
19589,12,11,1
19454,15,15,0
19304,15,15,0
20644,12,11,1
20474,12,11,1
20432,11,10,1
19366,16,15,1
21375,9,8,1
20203,15,12,3
19262,15,14,1
20349,14,14,0
19932,12,11,1
21597,11,11,0
19930,15,12,3
21012,12,12,0
20754,11,10,1
22271,10,10,0
21431,12,12,0
22154,11,10,1
22356,8,8,0
22412,11,11,0
22404,13,14,-1
21057,13,12,1
21300,14,12,2
21576,12,11,1
22037,16,14,2
19934,15,15,0
21653,16,13,3
22124,12,11,1
22492,11,11,0
22690,11,11,0
22826,9,9,0
22471,13,10,3
22593,12,12,0
22428,13,12,1
22713,13,13,0
22229,15,14,1
22712,9,9,0
22777,14,14,0
22597,11,11,0
22954,8,7,1
22931,11,10,1
23039,9,9,0
23064,12,8,4
23018,12,10,2
22189,14,13,1
23168,10,10,0
22757,15,15,0
22940,13,10,3
23026,14,14,0
23006,14,13,1
23153,14,12,2
23428,13,11,2
23339,13,13,0
23252,13,11,2
23191,12,12,0
22994,13,13,0
23220,12,10,2
23012,15,14,1
23775,11,7,4
23265,13,11,2
22737,13,12,1
24048,8,7,1
23233,14,12,2
23914,11,9,2
23481,14,12,2
23532,14,12,2
24562,11,10,1
24731,13,11,2
23431,14,12,2
24375,10,9,1
24903,13,13,0
23204,14,12,2
24877,14,10,4
24617,16,15,1
23789,13,13,0
23525,15,15,0
24277,13,13,0
24214,14,12,2
24866,13,11,2
25311,14,10,4
23485,15,12,3
24765,14,13,1
25348,15,13,2
24969,14,13,1
24989,14,13,1
23446,17,14,3
25460,13,13,0
25132,14,11,3
25811,12,12,0
25667,14,14,0
25739,14,14,0
25986,14,13,1
25819,14,14,0
26238,13,13,0
23745,15,13,2
25492,17,16,1
26319,11,10,1
25949,15,14,1
26343,13,13,0
26300,13,11,2
25879,15,13,2
26425,14,14,0
26461,12,12,0
26526,17,16,1
26654,16,14,2
26752,18,12,6
26647,16,12,4
26760,13,10,3
26524,14,14,0
26792,13,12,1
26799,14,14,0
26775,15,13,2
26759,17,13,4
26104,13,12,1
26805,15,12,3
26763,16,15,1
26852,13,12,1
26819,13,13,0
26753,16,15,1
26841,13,12,1
26766,17,13,4
26783,16,13,3
26862,12,10,2
26856,11,10,1
26758,14,12,2
26858,11,10,1
26785,17,15,2
26849,16,14,2
26843,15,16,-1
26829,13,12,1
26788,13,15,-2
26814,18,14,4
26764,15,13,2
26879,14,10,4
26857,16,15,1
26769,20,16,4
26864,12,10,2
26863,14,12,2
26878,15,12,3
26778,17,14,3
26768,15,13,2
27033,11,10,1
27049,10,9,1
27084,11,10,1
27065,14,13,1
27112,15,14,1
27047,21,13,8
27069,15,15,0
27229,10,10,0
27115,11,10,1
27306,8,7,1
27071,14,14,0
27064,16,14,2
27135,13,10,3
27070,15,13,2
27119,15,12,3
27014,21,15,6
27116,13,12,1
27034,16,14,2
27031,24,17,7
27113,15,13,2
27134,16,14,2
27055,12,11,1
27304,16,13,3
27305,13,11,2
27063,16,13,3
27342,10,10,0
27338,10,9,1
27327,12,10,2
27307,17,12,5
27323,13,11,2
27118,13,13,0
27335,14,14,0
27332,14,12,2
27352,11,10,1
27329,18,16,2
27357,11,10,1
27343,13,10,3
27375,13,9,4
27372,13,11,2
27356,14,13,1
27349,11,10,1
27358,13,11,2
27389,15,13,2
27373,13,12,1
27350,15,15,0
27325,18,15,3
27030,16,13,3
27346,20,15,5
27568,15,14,1
27562,13,11,2
27599,13,12,1
27355,16,15,1
27348,18,14,4
27566,17,14,3
27583,17,14,3
27611,13,13,0
27608,16,15,1
27609,18,14,4
27546,16,14,2
27612,14,14,0
27631,15,10,5
27627,12,10,2
27626,14,12,2
27615,16,16,0
27603,14,14,0
27624,14,13,1
27576,15,18,-3
27614,17,13,4
27647,13,10,3
27836,11,11,0
27913,12,12,0
27860,14,12,2
27644,12,10,2
27628,14,13,1
27582,15,14,1
27606,21,18,3
28384,14,9,5
28398,6,6,0
27645,17,17,0
28129,13,12,1
28020,14,14,0
28394,12,8,4
28386,13,10,3
27881,16,15,1
28390,10,10,0
28137,16,16,0
28105,15,14,1
28382,13,13,0
28403,13,11,2
28117,15,14,1
28158,16,15,1
28410,12,9,3
28415,8,7,1
28399,14,12,2
28265,14,13,1
28038,20,18,2
28395,13,13,0
28414,10,9,1
27850,13,12,1
28402,12,12,0
28385,17,17,0
28406,12,10,2
28389,14,12,2
28411,15,12,3
28123,20,16,4
28469,15,13,2
28664,13,13,0
28657,13,13,0
28671,9,8,1
28906,10,10,0
28662,13,11,2
28667,13,13,0
28647,14,14,0
28561,14,12,2
29152,11,11,0
28663,16,14,2
28666,13,12,1
29151,13,13,0
29281,16,16,0
29016,15,13,2
28882,13,11,2
28649,16,16,0
28983,12,10,2
29515,12,12,0
28822,17,16,1
30157,10,10,0
29240,14,15,-1
30171,13,13,0
29337,15,13,2
30970,10,8,2
30952,12,12,0
29502,16,16,0
29078,17,17,0
28054,18,15,3
30891,12,12,0
29795,15,15,0
29762,14,14,0
31364,13,11,2
30861,14,12,2
30974,13,11,2
30675,14,14,0
30921,16,14,2
29890,14,14,0
31368,12,9,3
32354,13,13,0
32235,14,11,3
32254,14,13,1
32767,6,6,0
31135,16,14,2
30854,16,14,2
32216,13,11,2
31720,14,12,2
32494,10,8,2
32510,12,9,3
32511,11,10,1
31403,12,12,0
31121,16,15,1
31142,21,15,6
32770,10,9,1
32769,11,11,0
32779,9,8,1
32492,14,11,3
32777,16,12,4
31465,18,18,0
32480,15,13,2
32467,14,12,2
32507,15,11,4
32766,12,12,0
32361,17,14,3
32406,15,15,0
31941,13,12,1
32811,13,10,3
32829,16,11,5
32828,11,9,2
32488,17,14,3
32792,17,12,5
32782,12,14,-2
32895,9,8,1
32788,17,12,5
32808,13,9,4
32897,14,11,3
32898,10,8,2
32902,12,10,2
32879,12,10,2
32905,12,9,3
32939,8,8,0
32809,15,14,1
32867,13,13,0
32918,13,12,1
32922,11,9,2
32872,18,13,5
32873,13,13,0
32941,13,8,5
32874,13,9,4
32878,14,10,4
32926,12,12,0
32489,19,17,2
32790,20,14,6
32958,9,9,0
32919,13,12,1
33022,10,10,0
32956,12,8,4
32491,18,15,3
33000,11,10,1
33057,12,11,1
33001,15,14,1
33070,12,11,1
33067,16,10,6
33053,14,11,3
33049,15,12,3
33043,15,10,5
33071,14,14,0
33152,13,10,3
33047,15,15,0
33087,17,13,4
33079,13,13,0
33150,14,12,2
33135,12,11,1
33114,16,13,3
33161,13,10,3
33159,13,10,3
33060,13,10,3
33096,19,19,0
33086,17,16,1
33160,10,9,1
33154,13,13,0
33163,10,8,2
33054,17,16,1
33052,15,12,3
33162,13,10,3
33148,16,15,1
33169,11,8,3
33069,15,13,2
33151,17,14,3
33179,16,12,4
33046,20,18,2
33131,16,15,1
33189,12,10,2
33197,15,12,3
33130,17,17,0
33175,15,14,1
33183,16,12,4
33166,16,14,2
33229,10,8,2
33176,15,11,4
33279,13,9,4
33194,13,13,0
33199,11,11,0
33196,14,12,2
33247,13,13,0
33198,13,13,0
33263,12,12,0
33213,14,14,0
33182,16,16,0
33193,13,10,3
33178,17,15,2
33257,16,13,3
33256,15,15,0
33212,16,14,2
33259,17,13,4
33322,13,9,4
33276,14,13,1
33278,17,14,3
33344,15,13,2
33308,16,10,6
33345,12,10,2
33347,11,9,2
33350,13,10,3
33359,9,9,0
33346,13,13,0
33323,13,14,-1
33327,13,11,2
33343,12,11,1
33324,14,11,3
33355,13,10,3
33365,9,9,0
33325,12,11,1
33373,10,10,0
33358,12,9,3
33367,9,9,0
33320,15,9,6
33364,15,12,3
33353,16,12,4
33375,9,9,0
33352,15,14,1
33370,12,9,3
33411,12,9,3
33405,11,11,0
33422,12,9,3
33419,13,10,3
33374,13,13,0
33425,13,12,1
33372,17,16,1
33431,12,11,1
33435,12,11,1
33420,14,13,1
33409,14,14,0
33421,13,11,2
33386,16,13,3
33434,12,12,0
33448,13,9,4
33433,13,10,3
33428,16,13,3
33388,11,10,1
33451,12,12,0
33385,14,12,2
33463,12,10,2
33475,8,8,0
33406,16,13,3
33430,13,10,3
33473,13,10,3
33477,11,11,0
33478,11,9,2
33387,17,13,4
33476,13,10,3
33449,16,15,1
33471,10,10,0
33483,13,10,3
33486,9,7,2
33485,11,11,0
33470,10,9,1
33389,17,15,2
33436,14,11,3
33493,11,10,1
33480,13,12,1
33499,15,10,5
33503,9,8,1
33461,15,11,4
33495,12,8,4
33494,12,11,1
33481,15,12,3
33514,12,12,0
33519,11,10,1
33518,9,10,-1
33502,13,13,0
33515,12,9,3
33501,9,8,1
33516,13,12,1
33568,9,9,0
33534,10,10,0
33540,13,13,0
33605,11,10,1
33542,13,11,2
33599,12,9,3
33512,13,12,1
33550,11,11,0
33623,15,10,5
33669,12,9,3
33532,12,11,1
33598,16,16,0
33597,15,15,0
33625,15,14,1
33676,11,11,0
33624,13,13,0
33639,12,11,1
33678,13,13,0
33513,17,13,4
33608,13,12,1
33663,12,11,1
33592,10,9,1
33662,15,15,0
33706,10,10,0
33674,11,11,0
33728,12,9,3
33691,12,10,2
33594,12,11,1
33685,17,14,3
33688,14,11,3
33729,11,11,0
33733,14,9,5
33727,11,9,2
33738,15,11,4
33721,13,13,0
33690,15,14,1
33732,14,10,4
33735,11,8,3
33725,13,13,0
33740,9,8,1
33734,12,11,1
33739,11,9,2
33749,15,12,3
33751,13,10,3
33596,14,12,2
33741,11,12,-1
33736,14,10,4
33742,12,13,-1
33756,11,10,1
33771,14,11,3
33755,17,14,3
33820,14,14,0
33883,13,11,2
33772,14,10,4
33770,16,11,5
33766,12,11,1
33789,15,14,1
33895,13,12,1
33914,13,11,2
33758,16,14,2
33757,15,12,3
33994,12,12,0
33884,11,11,0
33917,14,12,2
34184,7,7,0
34170,11,10,1
34255,9,8,1
33976,16,12,4
33859,12,11,1
33774,13,12,1
33985,14,14,0
34275,11,11,0
34301,11,8,3
34159,14,13,1
34250,11,11,0
33919,13,11,2
34270,14,12,2
34327,15,14,1
34206,15,14,1
34400,15,12,3
34168,13,13,0
34439,12,11,1
34418,15,15,0
34423,12,12,0
34392,21,14,7
34402,15,12,3
34401,17,17,0
34406,12,10,2
34447,11,11,0
34407,15,13,2
34344,13,13,0
34446,11,9,2
34422,14,11,3
34397,17,14,3
34329,22,14,8
34448,14,11,3
34328,16,15,1
34415,18,14,4
34425,15,13,2
34440,14,11,3
34455,17,14,3
34470,12,10,2
34471,13,10,3
34462,15,14,1
34469,13,10,3
34478,11,10,1
34457,12,11,1
34468,14,12,2
34429,16,14,2
34487,12,11,1
34485,14,12,2
34409,18,15,3
34528,13,11,2
34456,17,15,2
34495,12,12,0
34408,17,13,4
34421,18,17,1
34513,17,14,3
34477,15,15,0
34530,14,12,2
34494,17,13,4
34542,12,11,1
34483,14,13,1
34491,14,14,0
34534,13,10,3
34550,12,11,1
34493,15,15,0
34531,17,16,1
34480,17,15,2
34551,11,11,0
34559,14,10,4
34536,17,13,4
34441,15,16,-1
34558,13,11,2
34690,11,9,2
34689,14,11,3
34670,15,14,1
34520,16,15,1
34696,9,8,1
34697,16,12,4
34699,11,10,1
34715,12,12,0
34539,18,13,5
34702,15,15,0
34680,12,9,3
34687,12,10,2
34724,11,11,0
34705,17,14,3
34708,15,11,4
34649,15,13,2
34731,10,10,0
34730,11,10,1
34740,11,9,2
34707,12,11,1
34678,17,17,0
34743,11,9,2
34712,18,16,2
34726,14,13,1
34741,12,11,1
34737,13,14,-1
34746,14,14,0
34757,11,11,0
34683,14,12,2
34716,16,14,2
34784,10,9,1
34802,12,9,3
34805,9,8,1
34747,14,11,3
34763,13,12,1
34787,11,11,0
34774,15,13,2
34744,15,13,2
34686,18,14,4
34806,14,12,2
34886,11,10,1
34897,12,9,3
34794,14,13,1
34785,11,9,2
34748,14,13,1
34905,9,8,1
34749,16,15,1
34912,11,9,2
34810,11,10,1
34808,11,10,1
34902,12,12,0
34811,14,11,3
34898,14,10,4
34968,10,8,2
34917,11,11,0
34972,10,10,0
34946,10,9,1
34953,11,9,2
34945,11,10,1
34934,13,12,1
34922,13,12,1
34809,16,14,2
34960,13,11,2
34965,8,8,0
34977,15,12,3
35006,11,11,0
34993,11,9,2
34981,10,10,0
34913,15,14,1
34980,14,13,1
35001,10,10,0
34951,10,9,1
35017,11,11,0
34994,14,11,3
35053,11,9,2
35043,13,13,0
34982,14,13,1
34967,16,15,1
35057,11,9,2
35070,9,9,0
35063,10,9,1
34996,14,12,2
34999,10,9,1
35062,12,12,0
35141,8,8,0
35046,12,10,2
35047,15,14,1
34950,15,12,3
35216,13,11,2
35109,14,11,3
35191,14,13,1
35231,14,12,2
35227,11,10,1
35136,11,10,1
35232,15,11,4
35224,13,10,3
35219,12,10,2
35235,13,11,2
35159,14,12,2
35169,18,13,5
35094,22,13,9
35092,14,13,1
35233,16,13,3
35242,10,9,1
35170,16,16,0
35251,13,12,1
35226,13,12,1
35240,15,10,5
35237,11,8,3
35250,15,15,0
35257,9,8,1
35241,12,12,0
35246,13,11,2
35234,14,14,0
35277,10,8,2
35230,18,15,3
35220,18,13,5
35258,11,10,1
35263,13,12,1
35281,12,9,3
35311,10,9,1
35310,13,11,2
35305,12,12,0
35299,12,11,1
35307,14,14,0
35327,11,10,1
35321,13,10,3
35322,13,11,2
35297,14,12,2
35260,16,14,2
35206,16,13,3
35313,15,11,4
35320,15,11,4
35298,15,13,2
35317,12,11,1
35252,18,18,0
35337,11,11,0
35306,16,15,1
35491,11,11,0
35412,12,13,-1
35494,16,13,3
35319,17,15,2
35302,16,15,1
35489,18,14,4
35390,13,11,2
35499,12,9,3
35426,12,11,1
35504,12,9,3
35511,13,12,1
35505,14,11,3
35236,19,17,2
35385,14,13,1
35507,13,12,1
35523,12,8,4
35512,12,12,0
35509,12,11,1
35531,9,8,1
35518,10,10,0
35539,14,11,3
35528,9,8,1
35517,13,14,-1
35536,9,9,0
35529,13,13,0
35527,14,10,4
35501,12,11,1
35513,12,11,1
35432,16,14,2
35547,12,12,0
35526,14,10,4
35540,16,14,2
35544,11,9,2
35545,13,12,1
35500,10,11,-1
35543,15,12,3
35542,15,14,1
35583,5,5,0
35571,11,8,3
35556,13,11,2
35555,16,12,4
35579,9,8,1
35564,11,10,1
35576,9,8,1
35552,14,8,6
35575,12,12,0
35597,13,10,3
35582,10,9,1
35746,11,11,0
35760,12,9,3
35761,14,10,4
35573,11,8,3
35577,14,14,0
35557,14,12,2
35763,11,10,1
35672,15,14,1
35762,16,12,4
35686,14,13,1
35560,13,11,2
35768,11,9,2
35718,15,14,1
35690,15,12,3
35764,15,13,2
35765,16,13,3
35792,13,11,2
35666,16,14,2
35770,12,9,3
35769,13,11,2
35793,16,12,4
35790,11,9,2
35628,14,11,3
35803,12,10,2
35808,16,13,3
35800,15,10,5
35773,14,15,-1
35801,14,12,2
35772,13,12,1
35809,13,13,0
35811,17,12,5
35813,16,13,3
35814,14,14,0
35766,15,14,1
35829,13,11,2
35835,10,7,3
35828,13,11,2
35818,14,11,3
35832,12,9,3
35831,14,11,3
35820,13,13,0
35798,20,17,3
35810,13,13,0
35815,14,13,1
35806,13,13,0
35836,10,10,0
35825,13,11,2
35834,12,9,3
35816,17,12,5
36001,13,13,0
36081,13,11,2
35837,14,12,2
36177,12,12,0
35830,16,14,2
36090,11,9,2
36169,14,14,0
36258,11,11,0
36058,14,13,1
36341,9,9,0
36257,12,10,2
36433,11,11,0
36034,12,12,0
36082,12,12,0
36279,11,11,0
36254,17,17,0
36334,11,10,1
36322,12,12,0
36458,16,13,3
36576,13,10,3
36247,16,13,3
36470,16,13,3
36521,16,13,3
36489,14,11,3
36578,15,11,4
36449,16,15,1
36539,14,10,4
36481,16,12,4
36519,14,12,2
35928,11,11,0
36311,15,13,2
36441,16,16,0
36590,8,8,0
36586,11,11,0
36577,17,15,2
36607,10,8,2
36593,12,12,0
36583,14,14,0
36602,12,8,4
36599,14,13,1
36600,14,11,3
36594,16,13,3
36848,7,7,0
36752,13,12,1
36581,14,13,1
36668,13,12,1
36793,14,11,3
36832,11,10,1
36806,14,14,0
36863,5,5,0
36850,11,10,1
36786,13,13,0
36849,12,12,0
36856,8,8,0
36855,10,9,1
36853,10,9,1
36585,18,14,4
36798,13,13,0
36858,10,10,0
36644,14,13,1
36854,13,13,0
36859,11,9,2
36862,14,13,1
36754,16,15,1
36920,11,11,0
36857,14,11,3
37264,10,9,1
36589,15,14,1
37244,13,13,0
37103,13,13,0
37037,15,13,2
37166,14,12,2
37095,14,13,1
37303,13,13,0
37150,18,17,1
37231,14,12,2
37287,13,13,0
37563,12,10,2
37445,15,15,0
36961,16,13,3
37352,14,13,1
37512,13,11,2
37148,14,11,3
37553,15,14,1
37486,14,13,1
37182,16,17,-1
37542,15,15,0
37451,16,14,2
37525,14,10,4
37421,17,15,2
37557,15,14,1
37769,12,10,2
37605,15,14,1
37744,13,13,0
37818,13,11,2
37569,18,13,5
37422,16,14,2
37756,14,13,1
37816,11,11,0
37837,13,11,2
38077,13,12,1
38104,14,14,0
37881,13,12,1
37856,13,13,0
38282,9,9,0
37857,13,12,1
38399,8,8,0
38106,12,11,1
37957,17,13,4
38286,12,12,0
38328,11,12,-1
37814,16,16,0
38228,16,13,3
38528,14,11,3
38251,22,14,8
37994,16,12,4
38559,12,11,1
38505,15,12,3
38396,15,12,3
37996,17,13,4
38542,14,13,1
38530,12,9,3
38543,15,12,3
38553,12,11,1
38534,14,12,2
38588,15,12,3
38566,10,9,1
38590,12,10,2
38523,15,13,2
38551,15,13,2
38604,11,9,2
38591,15,12,3
38506,16,13,3
38631,15,15,0
38569,16,14,2
38626,15,14,1
38655,13,11,2
38786,11,10,1
38642,14,11,3
38635,16,13,3
38768,15,14,1
38654,15,12,3
38639,14,14,0
37997,19,18,1
38521,22,17,5
38636,16,13,3
38504,21,16,5
38575,13,12,1
38593,16,13,3
38790,16,13,3
38787,14,11,3
38762,15,14,1
38791,13,13,0
38784,12,13,-1
38794,11,10,1
38783,17,13,4
38799,15,13,2
38638,12,11,1
38811,13,10,3
38778,18,15,3
38781,14,14,0
38815,12,11,1
38782,20,16,4
38749,17,14,3
38806,15,12,3
38847,15,9,6
38809,12,11,1
38816,14,13,1
38860,11,11,0
38597,16,15,1
38814,16,16,0
38827,13,11,2
38833,14,14,0
38836,13,13,0
38858,15,15,0
38846,15,13,2
38845,13,13,0
38850,14,12,2
38830,16,14,2
38890,14,14,0
39040,12,12,0
38911,13,11,2
38888,15,14,1
38825,15,15,0
38895,16,16,0
39066,12,9,3
38894,13,13,0
39049,13,12,1
38891,17,15,2
39055,15,11,4
39071,13,10,3
39050,15,12,3
38873,14,14,0
39072,12,8,4
39082,9,8,1
39041,15,12,3
39043,14,11,3
39058,15,13,2
38910,17,16,1
39059,12,12,0
39099,9,8,1
39090,12,11,1
39089,16,13,3
39063,16,13,3
39047,18,17,1
39101,16,14,2
39077,13,12,1
39097,12,11,1
39102,14,14,0
39125,12,11,1
39083,12,11,1
39084,15,15,0
39085,14,12,2
39112,11,11,0
39076,14,13,1
39086,16,15,1
39162,10,10,0
39150,12,10,2
39146,12,10,2
39073,19,15,4
39312,9,9,0
39166,11,10,1
39143,16,16,0
39161,14,11,3
39163,13,11,2
39137,16,16,0
39136,11,11,0
39126,16,16,0
39206,13,10,3
39327,10,7,3
39153,16,11,5
39310,14,12,2
39111,16,16,0
39145,16,16,0
39278,14,11,3
39339,12,12,0
39336,11,9,2
39344,12,9,3
39329,11,10,1
39328,12,9,3
39333,9,8,1
39314,14,11,3
39331,14,13,1
39345,10,10,0
39359,11,9,2
39318,13,12,1
39352,10,9,1
39341,12,11,1
39354,13,11,2
39326,13,12,1
39380,14,11,3
39348,15,13,2
39392,11,10,1
39357,13,10,3
39340,14,13,1
39356,13,12,1
39351,14,12,2
39358,14,13,1
39379,12,11,1
39408,11,9,2
39364,13,11,2
39400,14,11,3
39398,15,12,3
39409,12,9,3
39375,12,8,4
39417,9,8,1
39407,14,12,2
39410,13,12,1
39403,13,12,1
39401,12,12,0
39419,13,8,5
39367,14,14,0
39413,10,10,0
39445,11,9,2
39415,13,12,1
39414,13,12,1
39416,12,9,3
39399,18,15,3
39422,15,13,2
39600,13,10,3
39610,8,8,0
39582,14,13,1
39594,9,8,1
39485,16,16,0
39561,13,12,1
39467,15,13,2
39584,14,13,1
39586,16,13,3
39620,13,12,1
39608,12,9,3
39537,18,14,4
39615,13,9,4
39616,14,11,3
39598,16,15,1
39624,9,9,0
39601,13,12,1
39631,9,8,1
39637,10,10,0
39619,15,13,2
39642,10,9,1
39634,11,10,1
39639,14,12,2
39643,15,10,5
39613,18,14,4
39626,11,10,1
39645,12,9,3
39644,14,11,3
39641,14,12,2
39646,11,10,1
39623,17,15,2
39668,12,12,0
39672,12,12,0
39679,9,8,1
39856,14,9,5
39669,12,11,1
39663,13,11,2
39617,19,17,2
39662,13,12,1
39859,12,11,1
39587,16,13,3
39664,9,8,1
39678,15,13,2
39867,8,8,0
39676,13,12,1
39665,16,14,2
39864,13,10,3
39865,12,11,1
39880,11,10,1
39857,15,10,5
39888,14,9,5
39830,14,13,1
39871,14,11,3
39891,11,10,1
39877,16,13,3
39861,14,12,2
39655,18,16,2
39866,14,13,1
39889,15,12,3
39860,17,17,0
39870,13,13,0
39898,13,11,2
39904,13,12,1
39896,15,13,2
39897,12,9,3
39916,11,10,1
39920,13,10,3
39918,14,10,4
39923,12,11,1
39912,14,14,0
39905,18,17,1
39907,14,12,2
39910,15,16,-1
39785,18,15,3
39931,10,8,2
39919,16,12,4
39928,12,10,2
39924,14,11,3
39927,15,12,3
39906,14,14,0
39909,20,14,6
39930,14,11,3
39929,12,11,1
39894,22,16,6
39932,14,12,2
40149,14,14,0
40118,15,11,4
39913,16,16,0
39934,15,13,2
40141,15,13,2
40153,12,12,0
39917,15,15,0
40160,13,12,1
40143,14,12,2
40288,13,11,2
40134,13,10,3
40168,14,12,2
40372,16,12,4
40165,15,14,1
40602,13,12,1
40162,15,16,-1
40634,14,10,4
40291,14,13,1
40410,14,14,0
40614,14,12,2
40390,14,13,1
40686,12,11,1
40185,14,12,2
40170,16,16,0
40172,13,13,0
40169,17,15,2
40672,15,14,1
40694,14,12,2
40682,15,14,1
40683,14,14,0
40703,13,11,2
40674,15,14,1
40678,18,15,3
40702,15,10,5
40691,12,12,0
40944,10,10,0
40680,18,14,4
40901,15,13,2
40690,14,13,1
40938,13,12,1
40681,15,14,1
40697,17,13,4
40569,20,18,2
40687,17,14,3
40701,16,15,1
40695,17,17,0
40945,12,10,2
40946,13,12,1
40959,9,8,1
41034,10,9,1
40952,12,11,1
40951,13,13,0
41197,10,8,2
40947,13,13,0
40953,13,11,2
41356,11,11,0
41349,11,9,2
41105,8,8,0
40958,13,13,0
41115,12,10,2
41099,10,10,0
41570,10,8,2
41469,10,9,1
41496,12,12,0
