value_decimal,initial_num_gates,lowest_gates,delta_gates
16039,15,14,1
16016,13,13,0
16108,14,11,3
16126,10,8,2
16381,12,11,1
16106,12,11,1
16025,14,11,3
16127,11,9,2
16125,14,13,1
16104,14,14,0
16118,13,12,1
16111,15,12,3
16101,16,14,2
16382,13,12,1
16531,12,12,0
15977,17,14,3
16558,11,10,1
16440,13,12,1
16567,12,11,1
16659,12,10,2
16814,11,11,0
16109,14,14,0
16690,14,12,2
16397,13,12,1
16107,14,13,1
16836,12,11,1
17103,10,10,0
16855,12,10,2
16741,12,12,0
16988,14,13,1
17168,10,10,0
17224,11,11,0
17233,10,10,0
16942,14,12,2
17516,8,8,0
17357,11,11,0
17209,13,13,0
17084,16,15,1
17545,13,12,1
17148,14,14,0
17514,10,8,2
16789,16,13,3
17252,14,12,2
16766,17,14,3
17343,13,12,1
17327,13,10,3
17373,14,12,2
17205,13,12,1
17606,9,9,0
17341,15,15,0
17497,14,12,2
17557,13,11,2
17284,12,11,1
17619,12,12,0
17581,13,13,0
17776,11,8,3
17562,13,11,2
17405,13,13,0
17857,11,8,3
17577,14,12,2
17539,12,12,0
18058,9,9,0
17308,13,11,2
18056,11,11,0
18088,12,11,1
18122,11,10,1
18355,10,10,0
18134,12,11,1
18610,13,10,3
17809,12,11,1
17846,13,13,0
18604,11,11,0
18622,14,12,2
18654,12,10,2
18421,13,9,4
18139,14,14,0
18623,13,13,0
18794,13,11,2
18858,12,11,1
18220,14,14,0
18001,14,13,1
18640,14,13,1
18878,16,16,0
19125,11,10,1
19122,13,13,0
18563,13,12,1
18862,16,16,0
18913,13,13,0
18933,15,15,0
19141,11,11,0
18121,15,12,3
19140,10,10,0
19323,12,10,2
18714,16,16,0
19172,11,10,1
19155,11,12,-1
18852,21,14,7
19198,13,10,3
19134,16,16,0
19450,10,9,1
19413,15,14,1
19124,13,13,0
19786,13,13,0
19703,11,9,2
19426,13,14,-1
19304,15,15,0
19949,11,10,1
19957,10,9,1
20218,11,9,2
19454,15,15,0
20474,12,11,1
20432,11,11,0
19932,12,11,1
21375,9,8,1
19589,12,12,0
20644,12,11,1
19366,16,15,1
19262,15,14,1
19930,15,12,3
20203,15,12,3
21597,11,9,2
20349,14,14,0
21012,12,12,0
22154,11,11,0
22271,10,10,0
19934,15,15,0
20754,11,10,1
21057,13,12,1
21431,12,12,0
22356,8,8,0
21576,12,11,1
22037,16,14,2
22404,13,13,0
22412,11,10,1
22124,12,11,1
22690,11,11,0
21300,14,12,2
22471,13,10,3
22492,11,11,0
22826,9,9,0
22229,15,14,1
21653,16,15,1
22428,13,12,1
22593,12,12,0
22597,11,11,0
22713,13,13,0
23039,9,9,0
22712,9,9,0
22777,14,14,0
22954,8,7,1
23064,12,9,3
22931,11,10,1
23018,12,10,2
22189,14,13,1
23168,10,9,1
22757,15,15,0
23026,14,14,0
23153,14,12,2
23191,12,12,0
23006,14,13,1
22737,13,14,-1
23252,13,11,2
22940,13,12,1
23428,13,11,2
22994,13,13,0
23339,13,13,0
23775,11,7,4
23012,15,14,1
24048,8,7,1
23204,14,12,2
23220,12,10,2
23265,13,11,2
24562,11,10,1
23481,14,12,2
23532,14,12,2
23914,11,11,0
23233,14,12,2
23431,14,12,2
24375,10,9,1
23789,13,13,0
23525,15,15,0
24731,13,11,2
24617,16,15,1
24214,14,12,2
24903,13,13,0
24877,14,10,4
25311,14,10,4
24969,14,13,1
24277,13,13,0
24866,13,11,2
24989,14,13,1
23485,15,12,3
23446,17,14,3
23745,15,14,1
25819,14,14,0
24765,14,13,1
25811,12,12,0
25132,14,11,3
25460,13,13,0
26238,13,13,0
25739,14,14,0
25667,14,14,0
25986,14,14,0
25949,15,15,0
26319,11,10,1
25348,15,14,1
26343,13,13,0
25492,17,16,1
25879,15,13,2
26300,13,11,2
26104,13,12,1
26760,13,10,3
26752,18,13,5
26425,14,14,0
26526,17,16,1
26461,12,12,0
26768,15,13,2
26647,16,14,2
26654,16,14,2
26775,15,13,2
26792,13,12,1
26753,16,15,1
26524,14,15,-1
26783,16,13,3
26766,17,13,4
26799,14,14,0
26805,15,12,3
26841,13,12,1
26852,13,12,1
26759,17,16,1
26856,11,11,0
26764,15,13,2
26763,16,15,1
26862,12,10,2
26769,20,16,4
26829,13,12,1
26858,11,10,1
26864,12,10,2
26819,13,12,1
26857,16,15,1
26814,18,14,4
26758,14,12,2
26778,17,14,3
26849,16,16,0
26788,13,11,2
26843,15,15,0
26863,14,12,2
26878,15,14,1
26879,14,10,4
27033,11,10,1
27065,14,13,1
26785,17,14,3
27049,10,9,1
27084,11,10,1
27064,16,14,2
27229,10,10,0
27069,15,15,0
27115,11,10,1
27135,13,10,3
27306,8,7,1
27112,15,14,1
27047,21,15,6
27304,16,13,3
27063,16,13,3
27116,13,12,1
27119,15,12,3
27034,16,16,0
27070,15,14,1
27134,16,14,2
27055,12,14,-2
27071,14,14,0
27031,24,17,7
27323,13,11,2
27305,13,11,2
27338,10,9,1
27030,16,13,3
27327,12,10,2
27342,10,10,0
27332,14,13,1
27335,14,14,0
27113,15,15,0
27307,17,14,3
27118,13,12,1
27329,18,18,0
27372,13,12,1
27343,13,10,3
27352,11,10,1
27375,13,9,4
27349,11,10,1
27357,11,10,1
27356,14,13,1
27348,18,15,3
27358,13,11,2
27373,13,13,0
27562,13,13,0
27355,16,15,1
27350,15,14,1
27389,15,14,1
27325,18,15,3
27599,13,12,1
27346,20,18,2
27014,21,17,4
27568,15,14,1
27627,12,11,1
27609,18,14,4
27624,14,13,1
27608,16,15,1
27631,15,10,5
27612,14,14,0
27583,17,14,3
27626,14,14,0
27611,13,13,0
27647,13,10,3
27615,16,16,0
27836,11,11,0
27576,15,16,-1
27546,16,15,1
27566,17,16,1
27913,12,12,0
27628,14,13,1
27860,14,13,1
27603,14,14,0
27614,17,15,2
27644,12,10,2
27582,15,14,1
28020,14,14,0
27645,17,17,0
27881,16,15,1
28384,14,9,5
28398,6,6,0
28129,13,13,0
28390,10,10,0
28386,13,10,3
28394,12,8,4
28117,15,14,1
28158,16,15,1
28265,14,13,1
28137,16,16,0
27850,13,12,1
28415,8,7,1
28403,13,12,1
28399,14,12,2
28105,15,14,1
28410,12,9,3
28414,10,9,1
28382,13,13,0
28385,17,17,0
28402,12,11,1
28038,20,18,2
27606,21,20,1
28395,13,13,0
28406,12,10,2
28411,15,14,1
28389,14,13,1
28469,15,13,2
28561,14,12,2
28671,9,8,1
28649,16,16,0
28906,10,10,0
28657,13,13,0
28662,13,12,1
28664,13,13,0
28647,14,14,0
28123,20,16,4
28667,13,13,0
28663,16,14,2
29152,11,11,0
29151,13,13,0
28666,13,12,1
29016,15,13,2
29337,15,14,1
29281,16,16,0
28882,13,12,1
30157,10,10,0
28983,12,11,1
29240,14,13,1
29515,12,12,0
29078,17,17,0
30171,13,13,0
29502,16,16,0
30970,10,8,2
28822,17,16,1
29762,14,14,0
30952,12,12,0
30891,12,12,0
29795,15,15,0
31364,13,11,2
30675,14,14,0
30861,14,12,2
31368,12,9,3
30974,13,17,-4
28054,18,17,1
29890,14,14,0
30854,16,15,1
30921,16,16,0
32354,13,13,0
31135,16,15,1
32254,14,13,1
32494,10,8,2
32216,13,13,0
31403,12,12,0
31720,14,12,2
32235,14,11,3
31121,16,15,1
31142,21,21,0
32467,14,14,0
32767,6,6,0
32511,11,11,0
32510,12,9,3
32492,14,11,3
32480,15,13,2
32770,10,9,1
31465,18,18,0
32406,15,15,0
31941,13,12,1
32769,11,11,0
32361,17,14,3
32779,9,8,1
32507,15,13,2
32488,17,14,3
32766,12,12,0
32777,16,12,4
32808,13,12,1
32829,16,11,5
32811,13,10,3
32828,11,10,1
32782,12,11,1
32788,17,12,5
32898,10,8,2
32895,9,8,1
32867,13,12,1
32792,17,12,5
32897,14,11,3
32878,14,10,4
32939,8,8,0
32902,12,11,1
32918,13,12,1
32922,11,10,1
32873,13,13,0
32809,15,14,1
32879,12,10,2
32874,13,9,4
32491,18,15,3
32926,12,12,0
32489,19,17,2
32872,18,13,5
32905,12,10,2
32958,9,9,0
32941,13,8,5
32790,20,16,4
32956,12,8,4
32919,13,12,1
33022,10,10,0
33000,11,10,1
33043,15,10,5
33057,12,11,1
33070,12,11,1
33071,14,10,4
33001,15,14,1
33152,13,10,3
33067,16,10,6
33049,15,12,3
33087,17,13,4
33150,14,12,2
33079,13,13,0
33047,15,15,0
33114,16,13,3
33053,14,13,1
33159,13,10,3
33086,17,16,1
33135,12,11,1
33060,13,10,3
33151,17,14,3
33154,13,13,0
33169,11,8,3
33096,19,19,0
33046,20,18,2
33160,10,9,1
33148,16,15,1
33163,10,8,2
33161,13,10,3
33162,13,10,3
33054,17,14,3
33052,15,12,3
33069,15,13,2
33131,16,15,1
33189,12,10,2
33179,16,11,5
33166,16,14,2
33197,15,12,3
33193,13,10,3
33194,13,13,0
33130,17,15,2
33229,10,8,2
33175,15,14,1
33176,15,12,3
33183,16,14,2
33199,11,11,0
33279,13,9,4
33198,13,13,0
33247,13,13,0
33263,12,12,0
33196,14,12,2
33259,17,13,4
33322,13,9,4
33182,16,16,0
33256,15,15,0
33213,14,14,0
33178,17,15,2
33257,16,13,3
33212,16,16,0
33308,16,10,6
33345,12,10,2
33276,14,13,1
33344,15,13,2
33278,17,15,2
33359,9,9,0
33343,12,11,1
33320,15,9,6
33347,11,9,2
33327,13,11,2
33365,9,9,0
33350,13,12,1
33346,13,13,0
33325,12,11,1
33358,12,9,3
33323,13,11,2
33373,10,10,0
33324,14,11,3
33353,16,16,0
33364,15,12,3
33367,9,9,0
33355,13,10,3
33375,9,9,0
33370,12,9,3
33352,15,15,0
33411,12,9,3
33419,13,10,3
33422,12,9,3
33405,11,11,0
33374,13,13,0
33372,17,16,1
33425,13,13,0
33386,16,14,2
33435,12,10,2
33431,12,11,1
33421,13,12,1
33420,14,13,1
33409,14,18,-4
33385,14,12,2
33448,13,10,3
33463,12,10,2
33430,13,10,3
33451,12,12,0
33387,17,13,4
33388,11,10,1
33434,12,12,0
33475,8,8,0
33428,16,13,3
33433,13,10,3
33389,17,15,2
33436,14,11,3
33406,16,13,3
33471,10,10,0
33470,10,9,1
33477,11,11,0
33473,13,11,2
33449,16,15,1
33476,13,10,3
33478,11,9,2
33483,13,9,4
33486,9,9,0
33485,11,11,0
33503,9,9,0
33493,11,10,1
33461,15,11,4
33499,15,10,5
33480,13,12,1
33481,15,12,3
33495,12,8,4
33494,12,11,1
33501,9,8,1
33519,11,10,1
33514,12,12,0
33518,9,10,-1
33502,13,13,0
33515,12,9,3
33568,9,9,0
33534,10,10,0
33532,12,11,1
33516,13,12,1
33513,17,14,3
33605,11,11,0
33540,13,13,0
33542,13,11,2
33599,12,9,3
33597,15,16,-1
33512,13,14,-1
33598,16,16,0
33550,11,11,0
33623,15,12,3
33669,12,12,0
33625,15,14,1
33592,10,9,1
33594,12,11,1
33608,13,12,1
33639,12,11,1
33678,13,13,0
33676,11,10,1
33663,12,11,1
33662,15,15,0
33691,12,10,2
33624,13,13,0
33728,12,9,3
33685,17,14,3
33706,10,10,0
33674,11,9,2
33729,11,11,0
33688,14,11,3
33690,15,15,0
33732,14,10,4
33727,11,9,2
33733,14,12,2
33738,15,12,3
33735,11,10,1
33596,14,12,2
33740,9,8,1
33736,14,11,3
33741,11,12,-1
33721,13,13,0
33734,12,11,1
33739,11,9,2
33749,15,12,3
33742,12,13,-1
33751,13,10,3
33771,14,11,3
33756,11,10,1
33755,17,14,3
33772,14,10,4
33725,13,13,0
33789,15,13,2
33820,14,14,0
33914,13,11,2
33766,12,11,1
33883,13,11,2
33770,16,11,5
33774,13,11,2
33884,11,11,0
33758,16,14,2
33895,13,12,1
33757,15,14,1
33994,12,12,0
34170,11,10,1
33917,14,12,2
34184,7,7,0
34255,9,8,1
33859,12,11,1
34250,11,11,0
34301,11,8,3
34159,14,14,0
34275,11,11,0
33985,14,14,0
33919,13,13,0
33976,16,12,4
34270,14,12,2
34327,15,14,1
34392,21,14,7
34206,15,14,1
34402,15,13,2
34418,15,14,1
34400,15,13,2
34422,14,12,2
34407,15,13,2
34168,13,13,0
34423,12,12,0
34447,11,11,0
34439,12,11,1
34406,12,10,2
34344,13,13,0
34446,11,9,2
34425,15,13,2
34328,16,15,1
34397,17,18,-1
34401,17,16,1
34448,14,11,3
34329,22,14,8
34455,17,14,3
34415,18,14,4
34440,14,11,3
34470,12,10,2
34429,16,14,2
34471,13,10,3
34478,11,10,1
34457,12,11,1
34469,13,10,3
34462,15,14,1
34487,12,11,1
34483,14,14,0
34485,14,12,2
34409,18,15,3
34468,14,14,0
34477,15,13,2
34495,12,12,0
34456,17,18,-1
34528,13,11,2
34408,17,13,4
34513,17,16,1
34494,17,13,4
34441,15,12,3
34534,13,11,2
34480,17,15,2
34421,18,17,1
34491,14,14,0
34550,12,12,0
34542,12,11,1
34531,17,16,1
34530,14,12,2
34493,15,15,0
34551,11,10,1
34559,14,10,4
34558,13,12,1
34689,14,11,3
34536,17,13,4
34690,11,9,2
34670,15,14,1
34539,18,16,2
34696,9,8,1
34715,12,12,0
34702,15,15,0
34687,12,10,2
34697,16,12,4
34649,15,13,2
34680,12,9,3
34678,17,18,-1
34705,17,14,3
34724,11,11,0
34731,10,10,0
34699,11,10,1
34707,12,11,1
34740,11,9,2
34708,15,11,4
34730,11,10,1
34737,13,13,0
34520,16,15,1
34743,11,9,2
34726,14,13,1
34741,12,11,1
34683,14,12,2
34757,11,12,-1
34712,18,17,1
34746,14,13,1
34716,16,16,0
34784,10,10,0
34897,12,9,3
34748,14,14,0
34802,12,9,3
34806,14,12,2
34747,14,11,3
34787,11,11,0
34744,15,13,2
34805,9,8,1
34886,11,10,1
34763,13,12,1
34774,15,13,2
34794,14,13,1
34810,11,10,1
34912,11,12,-1
34749,16,15,1
34905,9,8,1
34808,11,10,1
34917,11,11,0
34934,13,12,1
34785,11,9,2
34686,18,17,1
34811,14,13,1
34922,13,12,1
34902,12,12,0
34898,14,10,4
34945,11,10,1
34809,16,16,0
34972,10,10,0
34946,10,9,1
34953,11,10,1
34968,10,9,1
34960,13,10,3
34993,11,9,2
34965,8,8,0
35006,11,10,1
34994,14,11,3
35001,10,10,0
34913,15,14,1
34981,10,10,0
34980,14,13,1
35017,11,11,0
34977,15,12,3
34951,10,9,1
34982,14,13,1
35053,11,9,2
34967,16,15,1
35057,11,9,2
34999,10,9,1
35070,9,9,0
34950,15,12,3
35046,12,10,2
35063,10,9,1
35043,13,13,0
35141,8,8,0
34996,14,12,2
35062,12,12,0
35047,15,14,1
35136,11,10,1
35216,13,11,2
35109,14,11,3
35159,14,14,0
35191,14,12,2
35219,12,10,2
35235,13,10,3
35227,11,10,1
35231,14,12,2
35092,14,13,1
35224,13,10,3
35233,16,11,5
35232,15,12,3
35241,12,11,1
35242,10,9,1
35240,15,15,0
35237,11,8,3
35226,13,12,1
35257,9,8,1
35170,16,16,0
35169,18,15,3
35250,15,15,0
35251,13,12,1
35246,13,13,0
35230,18,15,3
35277,10,8,2
35263,13,12,1
35234,14,12,2
35258,11,10,1
35094,22,18,4
35220,18,13,5
35281,12,9,3
35299,12,11,1
35297,14,14,0
35311,10,9,1
35260,16,17,-1
35310,13,11,2
35307,14,14,0
35327,11,9,2
35305,12,12,0
35321,13,10,3
35298,15,13,2
35412,12,12,0
35236,19,17,2
35337,11,11,0
35313,15,11,4
35322,13,11,2
35320,15,13,2
35390,13,11,2
35491,11,11,0
35317,12,11,1
35319,17,15,2
35306,16,15,1
35252,18,18,0
35302,16,15,1
35426,12,11,1
35206,16,13,3
35494,16,13,3
35499,12,8,4
35511,13,12,1
35385,14,13,1
35504,12,9,3
35505,14,11,3
35523,12,8,4
35527,14,10,4
35512,12,12,0
35507,13,10,3
35531,9,8,1
35526,14,11,3
35528,9,8,1
35432,16,16,0
35489,18,16,2
35536,9,9,0
35518,10,10,0
35517,13,14,-1
35539,14,12,2
35529,13,13,0
35500,10,11,-1
35513,12,11,1
35509,12,11,1
35547,12,12,0
35540,16,13,3
35544,11,11,0
35501,12,12,0
35545,13,12,1
35543,15,12,3
35542,15,14,1
35552,14,8,6
35583,5,5,0
35556,13,11,2
35555,16,11,5
35564,11,12,-1
35571,11,9,2
35582,10,9,1
35575,12,12,0
35579,9,8,1
35573,11,8,3
35576,9,8,1
35760,12,8,4
35597,13,10,3
35557,14,10,4
35761,14,11,3
35746,11,11,0
35718,15,14,1
35690,15,15,0
35577,14,14,0
35686,14,13,1
35666,16,14,2
35762,16,12,4
35672,15,14,1
35763,11,12,-1
35560,13,10,3
35768,11,9,2
35770,12,12,0
35792,13,11,2
35769,13,11,2
35628,14,11,3
35764,15,13,2
35790,11,9,2
35803,12,10,2
35800,15,11,4
35765,16,13,3
35793,16,14,2
35808,16,13,3
35801,14,14,0
35809,13,14,-1
35773,14,15,-1
35814,14,14,0
35772,13,14,-1
35811,17,14,3
35766,15,14,1
35829,13,11,2
35813,16,13,3
35835,10,7,3
35825,13,11,2
35810,13,13,0
35820,13,13,0
35832,12,9,3
35828,13,10,3
35818,14,11,3
35798,20,17,3
35806,13,13,0
35836,10,10,0
35834,12,9,3
36001,13,13,0
35816,17,12,5
35815,14,13,1
35831,14,12,2
36081,13,11,2
36058,14,13,1
36090,11,10,1
35837,14,11,3
36177,12,12,0
35830,16,14,2
36258,11,11,0
35928,11,11,0
36169,14,14,0
36257,12,10,2
36341,9,9,0
36279,11,11,0
36322,12,12,0
36034,12,12,0
36433,11,11,0
36082,12,12,0
36334,11,11,0
36247,16,13,3
36470,16,13,3
36576,13,10,3
36458,16,13,3
36254,17,17,0
36489,14,11,3
36311,15,13,2
36521,16,13,3
36481,16,12,4
36578,15,11,4
36519,14,13,1
36586,11,11,0
36449,16,15,1
36590,8,8,0
36539,14,11,3
36441,16,15,1
36577,17,15,2
36607,10,8,2
36600,14,13,1
36593,12,12,0
36594,16,13,3
36602,12,8,4
36583,14,14,0
36848,7,7,0
36599,14,13,1
36752,13,12,1
36832,11,10,1
36644,14,15,-1
36581,14,13,1
36786,13,13,0
36853,10,9,1
36668,13,13,0
36850,11,11,0
36806,14,13,1
36793,14,11,3
36863,5,5,0
36856,8,8,0
36849,12,12,0
36855,10,9,1
36585,18,14,4
36858,10,10,0
36798,13,13,0
36859,11,9,2
36754,16,16,0
36854,13,13,0
36857,14,11,3
36589,15,14,1
37264,10,9,1
36862,14,12,2
36920,11,11,0
37244,13,14,-1
37103,13,12,1
36961,16,13,3
37095,14,13,1
37231,14,12,2
37303,13,13,0
37166,14,14,0
37037,15,13,2
37445,15,15,0
37563,12,10,2
37553,15,14,1
37287,13,13,0
37352,14,13,1
37150,18,17,1
37486,14,13,1
37512,13,11,2
37557,15,13,2
37182,16,16,0
37148,14,11,3
37542,15,13,2
37451,16,14,2
37421,17,16,1
37525,14,10,4
37769,12,10,2
37422,16,14,2
37605,15,14,1
37569,18,13,5
37837,13,11,2
37744,13,11,2
37816,11,11,0
37856,13,12,1
38077,13,12,1
37881,13,12,1
37814,16,17,-1
38104,14,14,0
37857,13,12,1
37756,14,14,0
38399,8,8,0
38282,9,9,0
37818,13,16,-3
38328,11,12,-1
37957,17,13,4
37994,16,12,4
38286,12,12,0
38106,12,11,1
38528,14,11,3
38251,22,14,8
38228,16,13,3
37996,17,14,3
38396,15,11,4
38530,12,9,3
38559,12,11,1
38534,14,12,2
38542,14,13,1
38543,15,12,3
38553,12,11,1
38566,10,9,1
38505,15,12,3
38523,15,13,2
38590,12,10,2
38588,15,13,2
38551,15,13,2
38604,11,9,2
38504,21,16,5
38591,15,12,3
38506,16,13,3
38655,13,11,2
38569,16,14,2
38631,15,15,0
38639,14,14,0
38521,22,22,0
38626,15,12,3
38786,11,10,1
38762,15,14,1
38575,13,12,1
38654,15,12,3
38642,14,11,3
38597,16,15,1
38593,16,13,3
38787,14,11,3
38784,12,11,1
38638,12,11,1
38635,16,13,3
38636,16,13,3
38794,11,10,1
38783,17,13,4
38768,15,15,0
38749,17,16,1
38791,13,13,0
37997,19,19,0
38790,16,13,3
38799,15,13,2
38815,12,11,1
38806,15,12,3
38816,14,13,1
38811,13,12,1
38827,13,11,2
38814,16,16,0
38782,20,16,4
38860,11,11,0
38847,15,11,4
38833,14,14,0
38809,12,11,1
38845,13,13,0
38911,13,11,2
39040,12,11,1
38846,15,12,3
38836,13,13,0
38858,15,15,0
38850,14,12,2
38781,14,14,0
38778,18,15,3
38895,16,16,0
38888,15,14,1
38891,17,15,2
38830,16,14,2
38890,14,14,0
38894,13,11,2
39049,13,12,1
39050,15,12,3
39066,12,10,2
39043,14,11,3
39041,15,12,3
39071,13,10,3
38825,15,15,0
38873,14,14,0
39055,15,12,3
39082,9,8,1
38910,17,16,1
39072,12,8,4
39059,12,12,0
39090,12,12,0
39099,9,8,1
39058,15,13,2
39047,18,17,1
39089,16,13,3
39063,16,15,1
39083,12,11,1
39077,13,12,1
39102,14,14,0
39084,15,15,0
39076,14,13,1
39101,16,14,2
39085,14,14,0
39112,11,11,0
39125,12,12,0
39162,10,10,0
39097,12,12,0
39143,16,17,-1
39136,11,11,0
39312,9,9,0
39073,19,15,4
39150,12,10,2
39086,16,18,-2
39161,14,11,3
39146,12,12,0
39206,13,10,3
39166,11,11,0
39153,16,11,5
39163,13,11,2
39137,16,16,0
39126,16,16,0
39310,14,12,2
39327,10,9,1
39111,16,17,-1
39336,11,10,1
39278,14,11,3
39328,12,9,3
39145,16,16,0
39344,12,9,3
39329,11,10,1
39314,14,11,3
39339,12,10,2
39345,10,10,0
39333,9,8,1
39318,13,12,1
39352,10,9,1
39331,14,13,1
39359,11,9,2
39341,12,11,1
39348,15,13,2
39354,13,13,0
39380,14,11,3
39351,14,12,2
39340,14,13,1
39357,13,12,1
39392,11,10,1
39356,13,12,1
39326,13,12,1
39408,11,9,2
39379,12,12,0
39364,13,11,2
39400,14,11,3
39375,12,10,2
39398,15,12,3
39358,14,13,1
39409,12,9,3
39410,13,12,1
39417,9,8,1
39403,13,12,1
39367,14,14,0
39399,18,16,2
39407,14,12,2
39416,12,9,3
39419,13,8,5
39413,10,10,0
39445,11,9,2
39414,13,12,1
39415,13,12,1
39401,12,11,1
39422,15,13,2
39610,8,8,0
39582,14,11,3
39485,16,16,0
39594,9,8,1
39600,13,10,3
39467,15,13,2
39584,14,11,3
39561,13,12,1
39537,18,17,1
39608,12,9,3
39620,13,12,1
39624,9,9,0
39615,13,9,4
39598,16,15,1
39601,13,12,1
39637,10,10,0
39616,14,11,3
39634,11,10,1
39642,10,9,1
39631,9,8,1
39639,14,12,2
39586,16,13,3
39623,17,15,2
39645,12,12,0
39646,11,10,1
39626,11,10,1
39613,18,16,2
39641,14,12,2
39644,14,11,3
39643,15,12,3
39619,15,13,2
39668,12,12,0
39679,9,8,1
39664,9,8,1
39672,12,12,0
39663,13,11,2
39669,12,11,1
39617,19,17,2
39662,13,12,1
39856,14,9,5
39678,15,13,2
39859,12,11,1
39676,13,12,1
39587,16,14,2
39867,8,8,0
39665,16,14,2
39864,13,10,3
39891,11,10,1
39888,14,9,5
39865,12,12,0
39857,15,12,3
39871,14,9,5
39880,11,10,1
39830,14,13,1
39866,14,14,0
39655,18,16,2
39785,18,17,1
39877,16,13,3
39860,17,17,0
39898,13,13,0
39897,12,9,3
39904,13,12,1
39861,14,12,2
39896,15,13,2
39870,13,13,0
39889,15,12,3
39916,11,10,1
39920,13,12,1
39905,18,17,1
39906,14,14,0
39928,12,10,2
39923,12,12,0
39918,14,10,4
39924,14,14,0
39929,12,11,1
39912,14,14,0
39931,10,8,2
39909,20,16,4
39927,15,12,3
39932,14,13,1
39894,22,18,4
39917,15,15,0
39910,15,14,1
39930,14,11,3
39919,16,12,4
39913,16,16,0
40149,14,14,0
40153,12,12,0
39907,14,12,2
40160,13,13,0
40118,15,11,4
39934,15,13,2
40141,15,15,0
40162,15,14,1
40165,15,14,1
40288,13,11,2
40134,13,10,3
40143,14,15,-1
40172,13,12,1
40168,14,12,2
40185,14,12,2
40602,13,12,1
40634,14,12,2
40372,16,13,3
40390,14,13,1
40614,14,12,2
40410,14,13,1
40170,16,16,0
40683,14,14,0
40672,15,14,1
40291,14,12,2
40686,12,11,1
40703,13,12,1
40702,15,10,5
40690,14,13,1
40691,12,12,0
40901,15,13,2
40682,15,14,1
40694,14,12,2
40680,18,15,3
40674,15,14,1
40944,10,10,0
40687,17,14,3
40681,15,14,1
40701,16,15,1
40695,17,17,0
40569,20,18,2
40938,13,13,0
40945,12,10,2
40946,13,12,1
40959,9,8,1
40169,17,16,1
40697,17,13,4
40951,13,13,0
40952,12,11,1
40678,18,15,3
41034,10,9,1
41197,10,8,2
40947,13,13,0
40953,13,11,2
40958,13,13,0
41105,8,8,0
41099,10,9,1
41349,11,12,-1
41356,11,11,0
40956,14,13,1
41469,10,9,1
41570,10,8,2
41496,12,12,0
41115,12,11,1
41400,14,13,1
41919,10,9,1
41346,14,14,0
41448,15,15,0
42100,11,11,0
41623,13,12,1
42220,8,8,0
42097,13,13,0
40553,18,15,3
41926,14,14,0
41508,14,13,1
41625,13,13,0
42054,14,11,3
42162,15,12,3
42216,13,11,2
42404,10,9,1
42141,14,14,0
42227,13,11,2
42369,12,11,1
42465,9,8,1
42088,14,13,1
42420,10,9,1
42061,18,13,5
42193,14,14,0
42006,18,17,1
42326,13,12,1
42329,12,11,1
42130,17,14,3
42391,13,12,1
42595,12,11,1
42604,12,11,1
42610,12,12,0
42434,14,13,1
42623,13,13,0
42684,14,14,0
42649,11,10,1
42646,11,10,1
42718,13,14,-1
42655,13,13,0
42057,22,16,6
43074,12,12,0
42719,14,14,0
42584,14,13,1
42896,15,15,0
42958,14,12,2
43151,9,8,1
43145,15,11,4
43147,12,12,0
43138,13,10,3
43140,13,12,1
42894,15,15,0
42721,15,14,1
43143,14,13,1
43156,15,12,3
43150,13,11,2
43137,14,13,1
43153,14,10,4
43160,12,12,0
43164,11,11,0
43165,11,10,1
43161,11,10,1
43159,12,12,0
43167,12,12,0
43182,10,10,0
43157,11,12,-1
43139,14,10,4
42938,12,12,0
43181,11,10,1
43179,8,7,1
42910,18,18,0
43177,11,10,1
43196,9,8,1
43185,11,10,1
43163,13,12,1
43154,16,14,2
43197,12,10,2
43199,9,7,2
43204,13,9,4
43198,13,10,3
43205,15,12,3
43220,13,10,3
43214,11,11,0
43190,16,14,2
43228,8,7,1
43210,10,9,1
43263,6,6,0
43211,14,12,2
43246,10,8,2
43225,12,11,1
43213,13,11,2
43242,10,9,1
43223,13,10,3
43247,10,8,2
43245,13,9,4
43231,10,9,1
43158,18,14,4
43262,10,9,1
43243,10,10,0
43241,13,11,2
43227,13,13,0
43222,15,13,2
43226,12,14,-2
43432,10,11,-1
43435,9,9,0
43413,11,10,1
43437,12,10,2
43461,11,11,0
43391,14,12,2
43420,13,12,1
43460,16,13,3
43434,10,9,1
43421,14,12,2
43416,13,12,1
43477,11,10,1
43456,16,17,-1
43423,14,12,2
43468,10,9,1
43481,12,11,1
43497,14,13,1
43480,14,14,0
43436,13,12,1
43454,17,14,3
43499,16,13,3
43465,12,11,1
43346,13,12,1
43691,9,7,2
43519,10,9,1
43498,16,14,2
43496,17,14,3
43708,12,12,0
43502,14,13,1
43414,17,15,2
43624,14,12,2
43466,18,16,2
43711,6,6,0
43678,15,14,1
43487,15,14,1
43692,9,8,1
43516,10,9,1
43710,11,9,2
43693,10,10,0
43518,14,12,2
43714,12,12,0
43713,14,12,2
43715,11,8,3
43689,11,10,1
43709,14,14,0
43725,11,8,3
43719,13,10,3
43723,12,11,1
43483,18,16,2
43736,10,10,0
43740,10,9,1
43718,11,10,1
43759,7,7,0
43506,16,16,0
43735,12,12,0
43772,9,8,1
43743,9,8,1
43774,8,8,0
43752,11,9,2
43738,9,9,0
