value_decimal,initial_num_gates,lowest_gates,delta_gates
43755,11,10,1
43737,13,11,2
43739,14,13,1
43773,10,9,1
43734,12,12,0
43721,12,11,1
43971,12,9,3
43888,11,12,-1
43967,11,9,2
43972,13,11,2
43975,14,12,2
43969,15,11,4
43980,10,9,1
43976,13,12,1
43989,12,10,2
43988,14,12,2
43977,15,12,3
43993,15,11,4
43991,12,10,2
43970,17,12,5
43956,15,13,2
43979,12,9,3
43978,14,11,3
43992,14,11,3
43996,14,10,4
43966,15,12,3
43999,12,10,2
43964,13,13,0
43974,16,14,2
44011,12,9,3
44010,14,9,5
44015,7,7,0
43994,16,14,2
44008,14,11,3
43997,13,9,4
44009,16,15,1
43995,16,13,3
44014,12,9,3
43990,16,16,0
43926,17,16,1
44012,12,11,1
44029,12,10,2
44028,10,10,0
44213,13,13,0
44252,10,9,1
44224,11,9,2
44228,14,12,2
44013,16,14,2
44244,15,11,4
44222,15,14,1
44268,5,5,0
44232,10,11,-1
44238,9,9,0
44270,7,6,1
44255,12,11,1
44234,10,9,1
44276,11,11,0
44245,17,12,5
44273,14,11,3
44266,9,9,0
44269,14,11,3
44277,11,8,3
44263,14,14,0
44229,13,13,0
44259,13,12,1
44279,12,10,2
44285,10,8,2
44254,13,13,0
44247,14,13,1
44258,13,13,0
44226,14,13,1
44274,13,13,0
44257,16,16,0
44235,18,14,4
44286,12,9,3
44421,11,10,1
44280,12,9,3
44282,11,11,0
44452,12,10,2
44281,14,13,1
44509,8,8,0
44497,16,12,4
44496,14,12,2
44501,14,9,5
44512,12,11,1
44362,15,14,1
44528,11,9,2
44435,17,15,2
44529,13,10,3
44527,14,9,5
44530,12,11,1
44504,13,11,2
44521,12,11,1
44508,12,12,0
44505,14,14,0
44513,13,12,1
44526,12,10,2
44503,12,12,0
44514,14,13,1
44233,18,14,4
44541,10,7,3
44506,13,11,2
44543,9,8,1
44518,16,14,2
44688,15,12,3
44537,15,15,0
44768,8,8,0
44538,15,11,4
44522,13,13,0
44534,14,14,0
44770,10,10,0
44510,14,12,2
44539,15,13,2
44507,17,15,2
44772,11,9,2
44782,5,5,0
44755,14,14,0
44713,16,15,1
44780,8,8,0
44742,13,13,0
44774,12,12,0
44778,10,8,2
44776,11,11,0
44542,15,12,3
44783,11,8,3
44784,9,8,1
44601,16,14,2
44799,7,7,0
44787,9,9,0
44771,12,12,0
44796,9,8,1
44794,11,8,3
44798,8,8,0
44785,13,10,3
44791,11,9,2
44915,8,8,0
44769,15,14,1
44651,17,16,1
44797,11,10,1
44790,14,12,2
45020,9,9,0
44779,15,12,3
45047,12,9,3
45041,13,11,2
45043,10,8,2
45032,14,11,3
45044,12,10,2
45053,13,10,3
45042,10,9,1
45048,11,9,2
45051,11,9,2
45054,12,10,2
45052,11,9,2
44777,17,16,1
45594,11,11,0
45267,13,12,1
45759,12,8,4
45778,12,12,0
45807,12,12,0
45414,14,13,1
45603,12,11,1
45049,15,14,1
45291,13,12,1
45547,15,13,2
45462,18,16,2
45161,17,16,1
45673,17,17,0
46051,10,10,0
45447,14,14,0
45281,15,17,-2
45786,14,13,1
46027,13,11,2
46192,12,11,1
45342,15,13,2
46102,13,10,3
46106,13,13,0
46042,14,13,1
45931,16,14,2
46325,12,11,1
46296,15,12,3
46251,15,14,1
46404,12,11,1
46978,13,11,2
46986,13,12,1
46455,12,12,0
46278,16,16,0
47146,11,11,0
45366,13,12,1
46723,14,14,0
47048,11,10,1
47045,13,11,2
47244,11,9,2
46790,13,11,2
47070,14,12,2
46741,14,12,2
46627,17,14,3
46966,13,13,0
47237,14,14,0
46307,15,14,1
47233,14,12,2
47265,14,13,1
47250,14,14,0
46690,16,15,1
46273,14,13,1
46797,14,14,0
46419,12,12,0
47577,11,8,3
47824,9,9,0
47251,13,13,0
47630,11,10,1
47623,11,11,0
47206,15,16,-1
47592,14,13,1
47822,11,11,0
48018,13,11,2
47567,13,12,1
48320,12,11,1
48094,14,13,1
48321,17,14,3
48336,12,12,0
48099,13,13,0
48348,12,12,0
47297,16,15,1
48380,7,7,0
48335,13,11,2
48328,12,11,1
48137,16,14,2
48349,14,12,2
47511,14,14,0
48383,9,8,1
48381,12,10,2
48364,10,8,2
48322,16,15,1
48367,14,11,3
48382,14,13,1
48326,16,14,2
48351,15,13,2
48366,12,9,3
48331,12,11,1
48363,14,13,1
48342,18,18,0
48333,17,14,3
48345,16,15,1
48330,14,15,-1
48323,14,14,0
48532,14,13,1
48605,10,8,2
48361,15,14,1
48581,14,13,1
48620,12,10,2
48597,14,13,1
48637,12,8,4
48636,11,9,2
48518,15,15,0
48639,13,9,4
48612,14,13,1
48595,14,14,0
48628,14,11,3
48622,15,12,3
48611,16,17,-1
48603,14,11,3
48617,14,14,0
48631,13,12,1
48598,19,16,3
48599,17,15,2
48840,13,11,2
48491,19,16,3
48878,10,8,2
48638,15,13,2
48894,9,8,1
48619,18,16,2
48614,16,14,2
49151,7,7,0
48606,18,17,1
48879,14,11,3
48892,9,8,1
48888,12,11,1
49283,12,9,3
48874,15,11,4
49148,13,9,4
48895,10,9,1
48885,13,11,2
48866,15,12,3
49150,12,11,1
48875,14,11,3
49472,14,11,3
49366,14,12,2
48893,15,13,2
49094,14,14,0
49662,13,13,0
49917,12,12,0
49598,16,13,3
49847,12,12,0
50599,13,12,1
49839,12,12,0
50640,11,9,2
50551,12,9,3
49559,18,17,1
49804,12,12,0
49780,14,14,0
50788,12,11,1
51084,12,12,0
50643,15,14,1
49820,16,13,3
51045,13,12,1
49438,13,12,1
50939,15,15,0
50868,16,16,0
50889,12,11,1
49836,12,11,1
51059,12,10,2
51157,12,8,4
51445,11,10,1
51365,11,11,0
51105,14,14,0
49500,13,12,1
49709,14,13,1
50990,13,13,0
51134,17,16,1
51097,14,12,2
51613,12,12,0
51190,16,14,2
51530,15,15,0
51707,9,9,0
51066,16,15,1
50904,14,13,1
51643,11,9,2
51364,12,12,0
51936,10,8,2
51478,16,13,3
51944,11,11,0
51634,17,14,3
51951,11,8,3
51620,16,15,1
51888,12,12,0
51889,12,13,-1
51607,15,15,0
51701,13,12,1
51899,11,8,3
51887,11,8,3
51862,18,14,4
52202,11,9,2
51883,14,11,3
51879,15,15,0
52159,13,10,3
52122,15,14,1
51654,12,10,2
52414,11,10,1
52855,11,9,2
52603,11,11,0
51686,15,14,1
51949,14,14,0
53171,10,7,3
52691,12,10,2
52978,12,9,3
52439,13,12,1
52721,13,10,3
52923,10,8,2
52459,12,11,1
52695,14,12,2
52919,11,11,0
52149,16,14,2
52798,10,9,1
52971,13,11,2
52963,13,11,2
53710,14,13,1
52574,14,14,0
52699,16,13,3
54131,10,8,2
52967,14,11,3
53528,14,13,1
53902,13,13,0
53799,13,12,1
54175,10,9,1
53929,18,16,2
54399,13,13,0
54525,12,11,1
54071,12,12,0
54504,12,11,1
54354,15,13,2
54423,14,13,1
54375,15,13,2
54780,10,9,1
54134,15,13,2
54265,15,14,1
54477,12,12,0
54378,16,14,2
54622,14,14,0
54633,16,16,0
55189,13,13,0
55317,12,12,0
54969,15,15,0
54824,17,14,3
54981,17,17,0
55018,13,11,2
55338,9,9,0
55153,14,12,2
54636,15,15,0
55245,14,12,2
55495,14,13,1
55291,13,13,0
55523,14,14,0
55463,13,11,2
55081,16,14,2
55271,14,15,-1
55716,14,13,1
55476,15,12,3
55971,14,13,1
55736,14,14,0
55844,16,16,0
54883,16,15,1
54953,21,17,4
55657,12,12,0
55992,13,13,0
56507,12,9,3
54888,20,18,2
55986,14,14,0
56021,10,9,1
55529,17,17,0
56444,11,8,3
56813,10,10,0
56531,11,11,0
55982,13,13,0
56101,15,14,1
56798,11,11,0
57011,11,11,0
57339,12,11,1
56317,13,12,1
56535,14,13,1
56033,15,15,0
57058,14,14,0
57808,14,13,1
57257,15,13,2
58223,11,10,1
57805,13,13,0
58009,14,13,1
57081,16,14,2
58318,13,11,2
58558,15,12,3
57892,14,12,2
58873,14,14,0
58028,12,12,0
57652,14,12,2
59384,15,14,1
58443,13,12,1
58297,15,11,4
59351,13,12,1
58358,15,14,1
59030,13,12,1
59278,14,14,0
59197,15,14,1
59520,11,11,0
58296,14,14,0
59414,16,17,-1
59535,14,10,4
58774,21,18,3
59526,17,14,3
58716,13,12,1
59562,9,8,1
59544,13,12,1
59521,18,16,2
59522,13,12,1
59545,14,11,3
59546,16,13,3
59531,17,12,5
57716,16,16,0
59563,14,11,3
59566,11,10,1
59561,16,15,1
59542,18,18,0
59626,9,8,1
59523,15,12,3
59553,15,15,0
59588,13,11,2
59594,11,12,-1
59541,16,14,2
59567,13,10,3
59565,14,13,1
59647,9,9,0
59629,11,11,0
59630,9,9,0
59604,12,10,2
59615,15,12,3
59580,13,12,1
59550,18,16,2
59631,11,10,1
59625,15,13,2
59685,12,11,1
59755,15,15,0
59801,11,10,1
59766,15,14,1
59787,15,13,2
59821,11,10,1
59816,12,12,0
59817,13,12,1
59819,14,14,0
59815,15,15,0
59807,17,14,3
59883,14,12,2
59614,15,14,1
59887,16,11,5
60074,6,6,0
59880,14,15,-1
59837,15,15,0
59812,16,16,0
59886,13,12,1
59882,13,12,1
59871,16,15,1
59783,15,13,2
59903,13,12,1
60072,10,10,0
59850,16,16,0
59854,16,14,2
59798,18,17,1
59836,14,13,1
59888,13,12,1
60079,11,8,3
59804,17,14,3
59799,21,18,3
60078,10,9,1
60075,14,10,4
60073,18,15,3
60076,9,9,0
60106,6,6,0
60095,10,9,1
60099,12,10,2
60110,8,7,1
59902,17,14,3
60111,9,7,2
59806,16,13,3
60097,15,13,2
60103,12,10,2
60136,10,9,1
60117,8,7,1
60127,9,8,1
60142,6,6,0
60107,11,10,1
60102,14,14,0
60159,6,6,0
60120,12,12,0
60119,12,11,1
60116,14,13,1
60123,14,12,2
60077,15,12,3
60143,8,7,1
60094,15,11,4
60139,12,10,2
60124,13,10,3
60140,9,8,1
60158,11,9,2
60157,14,11,3
60137,14,13,1
60399,9,8,1
60392,11,11,0
60415,10,9,1
60394,11,9,2
60375,13,10,3
60603,11,8,3
60376,13,12,1
60366,13,11,2
60372,14,12,2
60390,14,12,2
60666,10,9,1
60393,15,13,2
60604,10,9,1
60407,13,11,2
60397,15,14,1
60412,14,11,3
60643,10,10,0
60350,14,12,2
60379,14,12,2
60651,13,12,1
60348,14,12,2
60895,14,13,1
61154,9,8,1
60888,15,16,-1
60881,15,12,3
60342,14,14,0
61158,8,8,0
60923,13,12,1
61152,7,7,0
60374,17,15,2
60889,13,13,0
60988,9,9,0
61162,7,7,0
61150,10,9,1
61160,10,10,0
61171,11,8,3
61167,9,8,1
60349,18,16,2
61170,9,9,0
61159,12,10,2
60926,14,14,0
61175,13,11,2
61169,10,10,0
61116,13,12,1
61178,9,8,1
61182,8,8,0
61165,11,10,1
61174,11,10,1
61439,8,8,0
61179,10,9,1
60918,16,14,2
61153,11,10,1
61434,10,9,1
61416,11,10,1
61161,14,13,1
61431,12,12,0
61729,11,8,3
61177,15,12,3
61438,11,10,1
61435,14,10,4
61433,15,13,2
61465,11,12,-1
61478,11,10,1
62296,13,11,2
62372,13,10,3
63947,14,13,1
65262,7,7,0
63130,13,11,2
61430,15,13,2
62091,14,14,0
64492,13,11,2
65279,9,9,0
65258,10,10,0
63891,13,10,3
65534,10,10,0
62313,13,13,0
64193,14,11,3
63075,14,11,3
62699,15,14,1
64980,12,12,0
62358,14,14,0
65256,13,13,0
65263,11,10,1
65259,15,12,3
63703,15,14,1
63208,15,14,1
63209,15,14,1
65257,17,14,3
