design_name,parts,
m0x00DF0,pTac,pAmtR,RiboJ53,P3,PhlF,ECK120033737,pQacR,YFP_cassette,pBetI,pTet,RiboJ10,S4,SrpR,ECK120029600,pSrpR,pAmtR,RiboJ60,Q2,QacR,ECK120010818,pPhlF,YFP_cassette,pBAD,BydvJ,A1,AmtR,L3S2P55,_NONCE_PAD
m0x00DF1,pTac,pAmtR,RiboJ53,P3,PhlF,ECK120033737,pQacR,YFP_cassette,pBetI,pTet,RiboJ10,S4,SrpR,ECK120029600,pPhlF,YFP_cassette,pSrpR,pAmtR,RiboJ60,Q2,QacR,ECK120010818,pBAD,BydvJ,A1,AmtR,L3S2P55,_NONCE_PAD
m0x00DF2,pTac,pAmtR,RiboJ53,P3,PhlF,ECK120033737,pQacR,YFP_cassette,pPhlF,YFP_cassette,pBetI,pTet,RiboJ10,S4,SrpR,ECK120029600,pSrpR,pAmtR,RiboJ60,Q2,QacR,ECK120010818,pBAD,BydvJ,A1,AmtR,L3S2P55,_NONCE_PAD
m0x00DF3,pTac,pAmtR,RiboJ53,P3,PhlF,ECK120033737,pQacR,YFP_cassette,pBetI,pTet,RiboJ10,S4,SrpR,ECK120029600,pSrpR,pAmtR,RiboJ60,Q2,QacR,ECK120010818,pBAD,BydvJ,A1,AmtR,L3S2P55,_NONCE_PAD,pPhlF,YFP_cassette
m0x00DF4,pTac,pAmtR,RiboJ53,P3,PhlF,ECK120033737,pQacR,YFP_cassette,pBetI,pTet,RiboJ10,S4,SrpR,ECK120029600,pSrpR,pAmtR,RiboJ60,Q2,QacR,ECK120010818,pBAD,BydvJ,A1,AmtR,L3S2P55,pPhlF,YFP_cassette,_NONCE_PAD
