$1,2.38819e-03,7.19851e-04,9.97757e-01,4.25874e-03,1.05553e+00,4.28153e-03,1.00895e+00,4.26328e-03
$3,5.46339e+00,5.46339e+00,3.15579e-01,3.15579e-01,3.05472e-01,3.05472e-01,3.13560e-01,3.13560e-01
$4,8.00260e-02,8.00260e-02,8.02088e-02,8.02088e-02,1.64781e-01,1.64781e-01,3.49276e+00,3.49276e+00
$6,9.87338e-02,9.87338e-02,9.50107e-02,9.50107e-02,2.14622e+00,2.14622e+00,1.04243e-01,1.04243e-01
in2,2.20000e-03,2.20000e-03,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00,5.05430e+00,5.05430e+00
$5,3.06474e+00,3.06474e+00,3.06474e+00,3.06474e+00,2.43481e-02,2.43481e-02,2.43481e-02,2.43481e-02
in1,2.78000e-02,3.92390e+00,2.78000e-02,3.92390e+00,2.78000e-02,3.92390e+00,2.78000e-02,3.92390e+00
out,2.21798e-03,1.55065e-03,4.90300e-01,9.29005e-02,4.95701e-01,7.52030e-02,4.06024e-01,4.14949e-03
in3,4.20000e-03,4.20000e-03,2.00820e+00,2.00820e+00,4.20000e-03,4.20000e-03,2.00820e+00,2.00820e+00
$2,3.15676e-03,3.15676e-03,2.27993e-01,2.27993e-01,1.83726e-01,1.83726e-01,6.11044e-03,6.11044e-03
