$1,1.06575e-01,2.64151e+00,1.09342e-01,2.79382e+00,1.09459e-01,2.79970e+00,1.04865e-01,2.53711e+00
$4,1.31784e-01,1.31784e-01,6.31623e-02,6.31623e-02,7.60389e-01,7.60389e-01,6.32797e-02,6.32797e-02
$5,5.65763e-02,5.65763e-02,5.75576e-01,5.75576e-01,8.12963e-02,8.12963e-02,8.41734e-02,8.41734e-02
$3,2.18806e+00,9.66102e-02,2.18806e+00,9.66102e-02,2.18806e+00,9.66102e-02,2.18806e+00,9.66102e-02
$6,3.77716e+00,3.77716e+00,1.08125e+00,1.08125e+00,1.12965e+00,1.12965e+00,1.07378e+00,1.07378e+00
$2,3.71065e-02,3.71065e-02,5.08393e-03,5.08393e-03,3.75988e-03,3.75988e-03,5.75417e-02,5.75417e-02
out,4.26300e-02,1.05660e+00,4.37370e-02,1.11753e+00,4.37837e-02,1.11988e+00,4.19459e-02,1.01485e+00
in1,2.78000e-02,3.92390e+00,2.78000e-02,3.92390e+00,2.78000e-02,3.92390e+00,2.78000e-02,3.92390e+00
in2,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00
in3,4.20000e-03,4.20000e-03,4.20000e-03,4.20000e-03,2.00820e+00,2.00820e+00,2.00820e+00,2.00820e+00
