in3,4.20000e-03,4.20000e-03,2.00820e+00,2.00820e+00,4.20000e-03,4.20000e-03,2.00820e+00,2.00820e+00
$1,1.81942e-02,4.00789e-02,1.83079e-02,4.04640e-02,1.82042e-02,4.01128e-02,9.99001e-02,2.20872e+00
$4,6.57311e-04,6.57311e-04,6.00987e-03,6.00987e-03,1.63843e-03,1.63843e-03,9.29409e-01,9.29409e-01
$5,3.29641e+00,3.29641e+00,3.29641e+00,3.29641e+00,1.87538e-02,1.87538e-02,1.87538e-02,1.87538e-02
$3,3.74352e+00,3.74352e+00,3.72328e+00,3.72328e+00,3.74173e+00,3.74173e+00,1.19860e-01,1.19860e-01
$6,6.48018e+00,6.48018e+00,3.37652e-01,3.37652e-01,6.48018e+00,6.48018e+00,3.37652e-01,3.37652e-01
$2,2.18806e+00,9.66102e-02,2.18806e+00,9.66102e-02,2.18806e+00,9.66102e-02,2.18806e+00,9.66102e-02
out,7.27767e-03,1.60316e-02,7.32315e-03,1.61856e-02,7.28168e-03,1.60451e-02,3.99601e-02,8.83486e-01
in1,2.78000e-02,3.92390e+00,2.78000e-02,3.92390e+00,2.78000e-02,3.92390e+00,2.78000e-02,3.92390e+00
in2,2.20000e-03,2.20000e-03,2.20000e-03,2.20000e-03,5.05430e+00,5.05430e+00,5.05430e+00,5.05430e+00
