$1,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00
$4,1.00,0.90,0.93,0.92,1.00,0.90,0.93,0.92
$5,0.93,0.93,0.98,0.98,0.93,0.93,0.98,0.98
$3,1.00,1.00,1.00,1.00,0.91,0.91,0.91,0.91
$6,0.99,0.99,1.00,1.00,0.99,0.99,1.00,1.00
$2,0.95,1.00,1.00,1.00,0.95,1.00,1.00,1.00
